Index,x_m,y_m,
778,-3.30E-06,2.01E-05,
779,-4.02E-06,2.00E-05,
780,-4.74E-06,1.98E-05,
781,-5.46E-06,1.96E-05,
782,-6.18E-06,1.95E-05,
783,-6.90E-06,1.93E-05,
784,-7.61E-06,1.91E-05,
785,-8.28E-06,1.88E-05,
786,-8.94E-06,1.85E-05,
787,-9.60E-06,1.82E-05,
788,-1.03E-05,1.78E-05,
789,-1.09E-05,1.75E-05,
790,-1.16E-05,1.71E-05,
791,-1.22E-05,1.68E-05,
792,-1.28E-05,1.63E-05,
793,-1.34E-05,1.58E-05,
794,-1.39E-05,1.53E-05,
795,-1.45E-05,1.48E-05,
796,-1.50E-05,1.43E-05,
797,-1.56E-05,1.38E-05,
798,-1.62E-05,1.33E-05,
799,-1.66E-05,1.27E-05,
800,-1.71E-05,1.21E-05,
801,-1.75E-05,1.15E-05,
802,-1.79E-05,1.08E-05,
803,-1.83E-05,1.02E-05,
804,-1.87E-05,9.56E-06,
805,-1.91E-05,8.93E-06,
806,-1.94E-05,8.26E-06,
807,-1.97E-05,7.56E-06,
808,-1.99E-05,6.83E-06,
809,-2.02E-05,6.10E-06,
810,-2.04E-05,5.37E-06,
811,-2.06E-05,4.65E-06,
812,-2.09E-05,3.92E-06,
813,-2.11E-05,3.19E-06,
814,-2.12E-05,2.43E-06,
815,-2.12E-05,1.66E-06,
816,-2.12E-05,8.95E-07,
817,-2.13E-05,1.27E-07,
818,-2.13E-05,-6.41E-07,
819,-2.13E-05,-1.41E-06,
820,-2.14E-05,-2.18E-06,
821,-2.13E-05,-2.94E-06,
822,-2.11E-05,-3.70E-06,
823,-2.10E-05,-4.46E-06,
824,-2.08E-05,-5.21E-06,
825,-2.06E-05,-5.97E-06,
826,-2.05E-05,-6.73E-06,
827,-2.03E-05,-7.49E-06,
828,-2.01E-05,-8.21E-06,
829,-1.97E-05,-8.91E-06,
830,-1.94E-05,-9.61E-06,
831,-1.90E-05,-1.03E-05,
832,-1.87E-05,-1.10E-05,
833,-1.83E-05,-1.17E-05,
834,-1.80E-05,-1.24E-05,
835,-1.75E-05,-1.31E-05,
836,-1.70E-05,-1.36E-05,
837,-1.65E-05,-1.42E-05,
838,-1.60E-05,-1.48E-05,
839,-1.54E-05,-1.54E-05,
840,-1.49E-05,-1.60E-05,
841,-1.44E-05,-1.66E-05,
842,-1.38E-05,-1.71E-05,
843,-1.32E-05,-1.76E-05,
844,-1.25E-05,-1.80E-05,
845,-1.19E-05,-1.85E-05,
846,-1.12E-05,-1.89E-05,
847,-1.06E-05,-1.94E-05,
848,-9.90E-06,-1.98E-05,
849,-9.19E-06,-2.02E-05,
850,-8.44E-06,-2.05E-05,
851,-7.69E-06,-2.07E-05,
852,-6.94E-06,-2.10E-05,
853,-6.19E-06,-2.13E-05,
854,-5.44E-06,-2.16E-05,
855,-4.69E-06,-2.18E-05,
856,-3.91E-06,-2.20E-05,
857,-3.10E-06,-2.21E-05,
858,-2.30E-06,-2.22E-05,
859,-1.50E-06,-2.23E-05,
860,-7.00E-07,-2.24E-05,
861,1.01E-07,-2.24E-05,
862,9.03E-07,-2.25E-05,
863,1.71E-06,-2.24E-05,
864,2.51E-06,-2.23E-05,
865,3.32E-06,-2.22E-05,
866,4.12E-06,-2.21E-05,
867,4.93E-06,-2.20E-05,
868,5.73E-06,-2.19E-05,
869,6.52E-06,-2.17E-05,
870,7.29E-06,-2.15E-05,
871,8.05E-06,-2.12E-05,
872,8.81E-06,-2.09E-05,
873,9.57E-06,-2.05E-05,
874,1.03E-05,-2.02E-05,
875,1.11E-05,-1.99E-05,
876,1.18E-05,-1.96E-05,
877,1.25E-05,-1.91E-05,
878,1.32E-05,-1.86E-05,
879,1.38E-05,-1.81E-05,
880,1.45E-05,-1.77E-05,
881,1.52E-05,-1.72E-05,
882,1.58E-05,-1.67E-05,
883,1.64E-05,-1.61E-05,
884,1.70E-05,-1.55E-05,
885,1.75E-05,-1.49E-05,
886,1.80E-05,-1.42E-05,
887,1.86E-05,-1.36E-05,
888,1.91E-05,-1.30E-05,
889,1.96E-05,-1.23E-05,
890,2.00E-05,-1.16E-05,
891,2.04E-05,-1.09E-05,
892,2.08E-05,-1.01E-05,
893,2.12E-05,-9.36E-06,
894,2.16E-05,-8.62E-06,
895,2.19E-05,-7.88E-06,
896,2.22E-05,-7.10E-06,
897,2.24E-05,-6.28E-06,
898,2.26E-05,-5.46E-06,
899,2.28E-05,-4.64E-06,
900,2.30E-05,-3.83E-06,
901,2.32E-05,-3.01E-06,
902,2.34E-05,-2.18E-06,
903,2.34E-05,-1.34E-06,
904,2.34E-05,-4.97E-07,
905,2.34E-05,3.50E-07,
906,2.35E-05,1.20E-06,
907,2.35E-05,2.04E-06,
908,2.35E-05,2.89E-06,
909,2.34E-05,3.73E-06,
910,2.32E-05,4.56E-06,
911,2.30E-05,5.39E-06,
912,2.28E-05,6.22E-06,
913,2.26E-05,7.05E-06,
914,2.24E-05,7.88E-06,
915,2.22E-05,8.70E-06,
916,2.18E-05,9.48E-06,
917,2.14E-05,1.03E-05,
918,2.11E-05,1.10E-05,
919,2.07E-05,1.18E-05,
920,2.03E-05,1.26E-05,
921,1.99E-05,1.33E-05,
922,1.94E-05,1.40E-05,
923,1.89E-05,1.47E-05,
924,1.83E-05,1.54E-05,
925,1.78E-05,1.60E-05,
926,1.72E-05,1.67E-05,
927,1.67E-05,1.74E-05,
928,1.61E-05,1.80E-05,
929,1.54E-05,1.85E-05,
930,1.47E-05,1.91E-05,
931,1.40E-05,1.96E-05,
932,1.33E-05,2.01E-05,
933,1.26E-05,2.06E-05,
934,1.19E-05,2.11E-05,
935,1.12E-05,2.16E-05,
936,1.04E-05,2.19E-05,
937,9.57E-06,2.23E-05,
938,8.77E-06,2.26E-05,
939,7.98E-06,2.30E-05,
940,7.17E-06,2.33E-05,
941,6.34E-06,2.36E-05,
942,5.48E-06,2.38E-05,
943,4.61E-06,2.40E-05,
944,3.75E-06,2.41E-05,
945,2.89E-06,2.43E-05,
946,2.02E-06,2.45E-05,
947,1.15E-06,2.46E-05,
948,2.64E-07,2.46E-05,
949,-6.22E-07,2.45E-05,
950,-1.51E-06,2.45E-05,
951,-2.39E-06,2.45E-05,
952,-3.28E-06,2.45E-05,
953,-4.16E-06,2.44E-05,
954,-5.03E-06,2.42E-05,
955,-5.89E-06,2.40E-05,
956,-6.76E-06,2.38E-05,
957,-7.62E-06,2.35E-05,
958,-8.49E-06,2.33E-05,
959,-9.34E-06,2.31E-05,
960,-1.02E-05,2.27E-05,
961,-1.10E-05,2.23E-05,
962,-1.18E-05,2.19E-05,
963,-1.26E-05,2.15E-05,
964,-1.34E-05,2.11E-05,
965,-1.41E-05,2.07E-05,
966,-1.49E-05,2.01E-05,
967,-1.56E-05,1.96E-05,
968,-1.63E-05,1.90E-05,
969,-1.70E-05,1.84E-05,
970,-1.77E-05,1.78E-05,
971,-1.83E-05,1.73E-05,
972,-1.90E-05,1.66E-05,
973,-1.95E-05,1.59E-05,
974,-2.01E-05,1.52E-05,
975,-2.06E-05,1.44E-05,
976,-2.12E-05,1.37E-05,
977,-2.17E-05,1.30E-05,
978,-2.22E-05,1.22E-05,
979,-2.26E-05,1.14E-05,
980,-2.30E-05,1.06E-05,
981,-2.34E-05,9.75E-06,
982,-2.38E-05,8.93E-06,
983,-2.42E-05,8.10E-06,
984,-2.44E-05,7.24E-06,
985,-2.47E-05,6.34E-06,
986,-2.49E-05,5.45E-06,
987,-2.51E-05,4.55E-06,
988,-2.53E-05,3.66E-06,
989,-2.55E-05,2.76E-06,
990,-2.56E-05,1.85E-06,
991,-2.56E-05,9.24E-07,
992,-2.56E-05,-1.65E-10,
993,-2.56E-05,-9.24E-07,
994,-2.56E-05,-1.85E-06,
995,-2.56E-05,-2.77E-06,
996,-2.55E-05,-3.69E-06,
997,-2.53E-05,-4.60E-06,
998,-2.52E-05,-5.51E-06,
999,-2.50E-05,-6.42E-06,
1000,-2.48E-05,-7.33E-06,
1001,-2.46E-05,-8.24E-06,
1002,-2.43E-05,-9.11E-06,
1003,-2.39E-05,-9.97E-06,
1004,-2.35E-05,-1.08E-05,
1005,-2.32E-05,-1.17E-05,
1006,-2.28E-05,-1.25E-05,
1007,-2.24E-05,-1.34E-05,
1008,-2.19E-05,-1.42E-05,
1009,-2.13E-05,-1.49E-05,
1010,-2.08E-05,-1.57E-05,
1011,-2.02E-05,-1.65E-05,
1012,-1.97E-05,-1.72E-05,
1013,-1.91E-05,-1.80E-05,
1014,-1.84E-05,-1.86E-05,
1015,-1.77E-05,-1.93E-05,
1016,-1.70E-05,-1.99E-05,
1017,-1.63E-05,-2.05E-05,
1018,-1.56E-05,-2.12E-05,
1019,-1.49E-05,-2.17E-05,
1020,-1.41E-05,-2.23E-05,
1021,-1.33E-05,-2.27E-05,
1022,-1.25E-05,-2.32E-05,
1023,-1.16E-05,-2.37E-05,
1024,-1.08E-05,-2.42E-05,
1025,-9.96E-06,-2.46E-05,
1026,-9.05E-06,-2.49E-05,
1027,-8.15E-06,-2.52E-05,
1028,-7.24E-06,-2.55E-05,
1029,-6.34E-06,-2.58E-05,
1030,-5.43E-06,-2.61E-05,
1031,-4.49E-06,-2.63E-05,
1032,-3.54E-06,-2.64E-05,
1033,-2.58E-06,-2.65E-05,
1034,-1.63E-06,-2.66E-05,
1035,-6.77E-07,-2.67E-05,
1036,2.79E-07,-2.68E-05,
1037,1.24E-06,-2.67E-05,
1038,2.20E-06,-2.67E-05,
1039,3.16E-06,-2.66E-05,
1040,4.12E-06,-2.65E-05,
1041,5.08E-06,-2.64E-05,
1042,6.03E-06,-2.62E-05,
1043,6.97E-06,-2.60E-05,
1044,7.90E-06,-2.57E-05,
1045,8.82E-06,-2.54E-05,
1046,9.75E-06,-2.51E-05,
1047,1.07E-05,-2.49E-05,
1048,1.16E-05,-2.45E-05,
1049,1.24E-05,-2.40E-05,
1050,1.33E-05,-2.35E-05,
1051,1.41E-05,-2.31E-05,
1052,1.50E-05,-2.26E-05,
1053,1.58E-05,-2.21E-05,
1054,1.66E-05,-2.15E-05,
1055,1.74E-05,-2.09E-05,
1056,1.81E-05,-2.03E-05,
1057,1.89E-05,-1.96E-05,
1058,1.96E-05,-1.90E-05,
1059,2.03E-05,-1.83E-05,
1060,2.09E-05,-1.76E-05,
1061,2.15E-05,-1.68E-05,
1062,2.22E-05,-1.60E-05,
1063,2.28E-05,-1.52E-05,
1064,2.34E-05,-1.45E-05,
1065,2.39E-05,-1.36E-05,
1066,2.43E-05,-1.27E-05,
1067,2.48E-05,-1.18E-05,
1068,2.52E-05,-1.10E-05,
1069,2.57E-05,-1.01E-05,
1070,2.60E-05,-9.17E-06,
1071,2.63E-05,-8.22E-06,
1072,2.66E-05,-7.26E-06,
1073,2.69E-05,-6.30E-06,
1074,2.71E-05,-5.34E-06,
1075,2.74E-05,-4.38E-06,
1076,2.75E-05,-3.40E-06,
1077,2.76E-05,-2.41E-06,
1078,2.77E-05,-1.41E-06,
1079,2.78E-05,-4.10E-07,
1080,2.78E-05,5.88E-07,
1081,2.78E-05,1.58E-06,
1082,2.77E-05,2.58E-06,
1083,2.76E-05,3.58E-06,
1084,2.75E-05,4.58E-06,
1085,2.74E-05,5.57E-06,
1086,2.72E-05,6.57E-06,
1087,2.70E-05,7.54E-06,
1088,2.67E-05,8.50E-06,
1089,2.63E-05,9.46E-06,
1090,2.60E-05,1.04E-05,
1091,2.57E-05,1.14E-05,
1092,2.53E-05,1.23E-05,
1093,2.49E-05,1.32E-05,
1094,2.43E-05,1.41E-05,
1095,2.38E-05,1.50E-05,
1096,2.33E-05,1.58E-05,
1097,2.28E-05,1.67E-05,
1098,2.22E-05,1.75E-05,
1099,2.15E-05,1.83E-05,
1100,2.09E-05,1.91E-05,
1101,2.02E-05,1.98E-05,
1102,1.95E-05,2.06E-05,
1103,1.88E-05,2.13E-05,
1104,1.80E-05,2.19E-05,
1105,1.72E-05,2.26E-05,
1106,1.64E-05,2.32E-05,
1107,1.56E-05,2.38E-05,
1108,1.48E-05,2.44E-05,
1109,1.39E-05,2.49E-05,
1110,1.30E-05,2.54E-05,
1111,1.20E-05,2.59E-05,
1112,1.11E-05,2.63E-05,
1113,1.02E-05,2.68E-05,
1114,9.24E-06,2.72E-05,
1115,8.25E-06,2.74E-05,
1116,7.25E-06,2.77E-05,
1117,6.26E-06,2.80E-05,
1118,5.27E-06,2.83E-05,
1119,4.26E-06,2.85E-05,
1120,3.23E-06,2.86E-05,
1121,2.19E-06,2.87E-05,
1122,1.16E-06,2.88E-05,
1123,1.24E-07,2.89E-05,
1124,-9.11E-07,2.89E-05,
1125,-1.95E-06,2.89E-05,
1126,-2.99E-06,2.88E-05,
1127,-4.02E-06,2.87E-05,
1128,-5.06E-06,2.85E-05,
1129,-6.09E-06,2.84E-05,
1130,-7.11E-06,2.82E-05,
1131,-8.11E-06,2.79E-05,
1132,-9.12E-06,2.76E-05,
1133,-1.01E-05,2.73E-05,
1134,-1.11E-05,2.70E-05,
1135,-1.21E-05,2.66E-05,
1136,-1.30E-05,2.61E-05,
1137,-1.40E-05,2.56E-05,
1138,-1.49E-05,2.51E-05,
1139,-1.58E-05,2.46E-05,
1140,-1.67E-05,2.41E-05,
1141,-1.76E-05,2.35E-05,
1142,-1.84E-05,2.28E-05,
1143,-1.92E-05,2.22E-05,
1144,-2.00E-05,2.15E-05,
1145,-2.08E-05,2.08E-05,
1146,-2.16E-05,2.00E-05,
1147,-2.23E-05,1.92E-05,
1148,-2.30E-05,1.84E-05,
1149,-2.37E-05,1.76E-05,
1150,-2.43E-05,1.68E-05,
1151,-2.49E-05,1.59E-05,
1152,-2.55E-05,1.50E-05,
1153,-2.60E-05,1.41E-05,
1154,-2.65E-05,1.32E-05,
1155,-2.71E-05,1.23E-05,
1156,-2.75E-05,1.13E-05,
1157,-2.79E-05,1.03E-05,
1158,-2.82E-05,9.26E-06,
1159,-2.86E-05,8.25E-06,
1160,-2.89E-05,7.25E-06,
1161,-2.92E-05,6.21E-06,
1162,-2.94E-05,5.15E-06,
1163,-2.95E-05,4.09E-06,
1164,-2.97E-05,3.03E-06,
1165,-2.99E-05,1.96E-06,
1166,-3.00E-05,8.95E-07,
1167,-2.99E-05,-1.82E-07,
1168,-2.99E-05,-1.26E-06,
1169,-2.99E-05,-2.34E-06,
1170,-2.99E-05,-3.42E-06,
1171,-2.98E-05,-4.49E-06,
1172,-2.96E-05,-5.55E-06,
1173,-2.93E-05,-6.61E-06,
1174,-2.91E-05,-7.68E-06,
1175,-2.89E-05,-8.74E-06,
1176,-2.86E-05,-9.78E-06,
1177,-2.82E-05,-1.08E-05,
1178,-2.78E-05,-1.18E-05,
1179,-2.74E-05,-1.28E-05,
1180,-2.70E-05,-1.38E-05,
1181,-2.65E-05,-1.48E-05,
1182,-2.59E-05,-1.57E-05,
1183,-2.53E-05,-1.66E-05,
1184,-2.47E-05,-1.76E-05,
1185,-2.41E-05,-1.85E-05,
1186,-2.35E-05,-1.94E-05,
1187,-2.28E-05,-2.02E-05,
1188,-2.20E-05,-2.10E-05,
1189,-2.13E-05,-2.18E-05,
1190,-2.05E-05,-2.26E-05,
1191,-1.98E-05,-2.33E-05,
1192,-1.89E-05,-2.40E-05,
1193,-1.80E-05,-2.47E-05,
1194,-1.71E-05,-2.53E-05,
1195,-1.62E-05,-2.60E-05,
1196,-1.53E-05,-2.66E-05,
1197,-1.44E-05,-2.71E-05,
1198,-1.34E-05,-2.76E-05,
1199,-1.24E-05,-2.81E-05,
1200,-1.14E-05,-2.86E-05,
1201,-1.04E-05,-2.90E-05,
1202,-9.31E-06,-2.94E-05,
1203,-8.24E-06,-2.97E-05,
1204,-7.17E-06,-3.00E-05,
1205,-6.10E-06,-3.03E-05,
1206,-5.02E-06,-3.05E-05,
1207,-3.92E-06,-3.07E-05,
1208,-2.81E-06,-3.08E-05,
1209,-1.70E-06,-3.09E-05,
1210,-5.95E-07,-3.10E-05,
1211,5.17E-07,-3.11E-05,
1212,1.63E-06,-3.10E-05,
1213,2.75E-06,-3.09E-05,
1214,3.86E-06,-3.08E-05,
1215,4.98E-06,-3.08E-05,
1216,6.09E-06,-3.06E-05,
1217,7.18E-06,-3.03E-05,
1218,8.26E-06,-3.01E-05,
1219,9.35E-06,-2.98E-05,
1220,1.04E-05,-2.95E-05,
1221,1.15E-05,-2.91E-05,
1222,1.25E-05,-2.87E-05,
1223,1.36E-05,-2.82E-05,
1224,1.46E-05,-2.77E-05,
1225,1.56E-05,-2.73E-05,
1226,1.66E-05,-2.67E-05,
1227,1.75E-05,-2.61E-05,
1228,1.85E-05,-2.54E-05,
1229,1.94E-05,-2.48E-05,
1230,2.03E-05,-2.41E-05,
1231,2.12E-05,-2.34E-05,
1232,2.20E-05,-2.26E-05,
1233,2.28E-05,-2.18E-05,
1234,2.36E-05,-2.10E-05,
1235,2.44E-05,-2.02E-05,
1236,2.51E-05,-1.93E-05,
1237,2.58E-05,-1.84E-05,
1238,2.64E-05,-1.75E-05,
1239,2.71E-05,-1.65E-05,
1240,2.77E-05,-1.56E-05,
1241,2.83E-05,-1.46E-05,
1242,2.87E-05,-1.35E-05,
1243,2.92E-05,-1.25E-05,
1244,2.97E-05,-1.15E-05,
1245,3.02E-05,-1.04E-05,
1246,3.05E-05,-9.31E-06,
1247,3.08E-05,-8.21E-06,
1248,3.11E-05,-7.10E-06,
1249,3.14E-05,-5.99E-06,
1250,3.17E-05,-4.87E-06,
1251,3.18E-05,-3.72E-06,
1252,3.19E-05,-2.57E-06,
1253,3.20E-05,-1.43E-06,
1254,3.21E-05,-2.79E-07,
1255,3.21E-05,8.73E-07,
1256,3.21E-05,2.03E-06,
1257,3.20E-05,3.18E-06,
1258,3.19E-05,4.34E-06,
1259,3.18E-05,5.49E-06,
1260,3.16E-05,6.63E-06,
1261,3.13E-05,7.75E-06,
1262,3.10E-05,8.88E-06,
1263,3.07E-05,1.00E-05,
1264,3.04E-05,1.11E-05,
1265,3.00E-05,1.22E-05,
1266,2.95E-05,1.33E-05,
1267,2.90E-05,1.43E-05,
1268,2.86E-05,1.54E-05,
1269,2.80E-05,1.64E-05,
1270,2.74E-05,1.74E-05,
1271,2.68E-05,1.84E-05,
1272,2.61E-05,1.94E-05,
1273,2.55E-05,2.04E-05,
1274,2.47E-05,2.13E-05,
1275,2.39E-05,2.21E-05,
1276,2.31E-05,2.30E-05,
1277,2.23E-05,2.38E-05,
1278,2.15E-05,2.47E-05,
1279,2.06E-05,2.54E-05,
1280,1.97E-05,2.61E-05,
1281,1.87E-05,2.68E-05,
1282,1.78E-05,2.76E-05,
1283,1.68E-05,2.82E-05,
1284,1.58E-05,2.88E-05,
1285,1.47E-05,2.93E-05,
1286,1.37E-05,2.99E-05,
1287,1.26E-05,3.04E-05,
1288,1.15E-05,3.09E-05,
1289,1.04E-05,3.12E-05,
1290,9.28E-06,3.16E-05,
1291,8.15E-06,3.20E-05,
1292,7.02E-06,3.23E-05,
1293,5.85E-06,3.25E-05,
1294,4.67E-06,3.27E-05,
1295,3.50E-06,3.29E-05,
1296,2.32E-06,3.31E-05,
1297,1.13E-06,3.32E-05,
1298,-6.00E-08,3.32E-05,
1299,-1.25E-06,3.31E-05,
1300,-2.45E-06,3.31E-05,
1301,-3.64E-06,3.31E-05,
1302,-4.83E-06,3.29E-05,
1303,-6.01E-06,3.27E-05,
1304,-7.19E-06,3.25E-05,
1305,-8.37E-06,3.23E-05,
1306,-9.53E-06,3.20E-05,
1307,-1.07E-05,3.16E-05,
1308,-1.18E-05,3.12E-05,
1309,-1.29E-05,3.08E-05,
1310,-1.41E-05,3.04E-05,
1311,-1.52E-05,2.99E-05,
1312,-1.62E-05,2.93E-05,
1313,-1.73E-05,2.87E-05,
1314,-1.83E-05,2.81E-05,
1315,-1.93E-05,2.75E-05,
1316,-2.03E-05,2.68E-05,
1317,-2.13E-05,2.60E-05,
1318,-2.22E-05,2.53E-05,
1319,-2.32E-05,2.45E-05,
1320,-2.40E-05,2.37E-05,
1321,-2.49E-05,2.28E-05,
1322,-2.57E-05,2.19E-05,
1323,-2.65E-05,2.10E-05,
1324,-2.73E-05,2.01E-05,
1325,-2.80E-05,1.91E-05,
1326,-2.86E-05,1.80E-05,
1327,-2.93E-05,1.70E-05,
1328,-2.99E-05,1.60E-05,
1329,-3.05E-05,1.49E-05,
1330,-3.10E-05,1.38E-05,
1331,-3.15E-05,1.27E-05,
1332,-3.20E-05,1.16E-05,
1333,-3.24E-05,1.04E-05,
1334,-3.28E-05,9.26E-06,
1335,-3.31E-05,8.07E-06,
1336,-3.34E-05,6.88E-06,
1337,-3.37E-05,5.69E-06,
1338,-3.39E-05,4.48E-06,
1339,-3.40E-05,3.26E-06,
1340,-3.41E-05,2.03E-06,
1341,-3.42E-05,8.03E-07,
1342,-3.43E-05,-4.24E-07,
1343,-3.42E-05,-1.65E-06,
1344,-3.42E-05,-2.89E-06,
1345,-3.41E-05,-4.12E-06,
1346,-3.40E-05,-5.35E-06,
1347,-3.38E-05,-6.57E-06,
1348,-3.35E-05,-7.77E-06,
1349,-3.32E-05,-8.98E-06,
1350,-3.29E-05,-1.02E-05,
1351,-3.26E-05,-1.14E-05,
1352,-3.21E-05,-1.25E-05,
1353,-3.17E-05,-1.37E-05,
1354,-3.12E-05,-1.48E-05,
1355,-3.07E-05,-1.60E-05,
1356,-3.01E-05,-1.71E-05,
1357,-2.95E-05,-1.81E-05,
1358,-2.88E-05,-1.92E-05,
1359,-2.82E-05,-2.03E-05,
1360,-2.75E-05,-2.13E-05,
1361,-2.67E-05,-2.22E-05,
1362,-2.58E-05,-2.32E-05,
1363,-2.50E-05,-2.41E-05,
1364,-2.42E-05,-2.51E-05,
1365,-2.33E-05,-2.59E-05,
1366,-2.23E-05,-2.67E-05,
1367,-2.14E-05,-2.75E-05,
1368,-2.04E-05,-2.83E-05,
1369,-1.94E-05,-2.91E-05,
1370,-1.83E-05,-2.97E-05,
1371,-1.72E-05,-3.04E-05,
1372,-1.62E-05,-3.10E-05,
1373,-1.51E-05,-3.16E-05,
1374,-1.39E-05,-3.22E-05,
1375,-1.27E-05,-3.26E-05,
1376,-1.16E-05,-3.31E-05,
1377,-1.04E-05,-3.36E-05,
1378,-9.20E-06,-3.39E-05,
1379,-7.97E-06,-3.42E-05,
1380,-6.73E-06,-3.45E-05,
1381,-5.50E-06,-3.48E-05,
1382,-4.25E-06,-3.50E-05,
1383,-2.99E-06,-3.51E-05,
1384,-1.72E-06,-3.52E-05,
1385,-4.56E-07,-3.53E-05,
1386,8.11E-07,-3.54E-05,
1387,2.08E-06,-3.53E-05,
1388,3.35E-06,-3.52E-05,
1389,4.62E-06,-3.51E-05,
1390,5.89E-06,-3.50E-05,
1391,7.14E-06,-3.48E-05,
1392,8.38E-06,-3.45E-05,
1393,9.62E-06,-3.42E-05,
1394,1.09E-05,-3.39E-05,
1395,1.21E-05,-3.35E-05,
1396,1.33E-05,-3.30E-05,
1397,1.45E-05,-3.25E-05,
1398,1.56E-05,-3.20E-05,
1399,1.68E-05,-3.15E-05,
1400,1.79E-05,-3.09E-05,
1401,1.90E-05,-3.02E-05,
1402,2.01E-05,-2.95E-05,
1403,2.12E-05,-2.88E-05,
1404,2.22E-05,-2.81E-05,
1405,2.32E-05,-2.72E-05,
1406,2.42E-05,-2.64E-05,
1407,2.52E-05,-2.56E-05,
1408,2.61E-05,-2.47E-05,
1409,2.70E-05,-2.37E-05,
1410,2.78E-05,-2.27E-05,
1411,2.86E-05,-2.17E-05,
1412,2.94E-05,-2.07E-05,
1413,3.02E-05,-1.97E-05,
1414,3.09E-05,-1.86E-05,
1415,3.15E-05,-1.75E-05,
1416,3.22E-05,-1.63E-05,
1417,3.28E-05,-1.52E-05,
1418,3.33E-05,-1.40E-05,
1419,3.38E-05,-1.28E-05,
1420,3.43E-05,-1.16E-05,
1421,3.47E-05,-1.04E-05,
1422,3.50E-05,-9.10E-06,
1423,3.54E-05,-7.84E-06,
1424,3.57E-05,-6.58E-06,
1425,3.59E-05,-5.29E-06,
1426,3.61E-05,-4.00E-06,
1427,3.62E-05,-2.70E-06,
1428,3.64E-05,-1.39E-06,
1429,3.64E-05,-9.06E-08,
1430,3.64E-05,1.22E-06,
1431,3.63E-05,2.53E-06,
1432,3.63E-05,3.84E-06,
1433,3.62E-05,5.14E-06,
1434,3.59E-05,6.44E-06,
1435,3.57E-05,7.73E-06,
1436,3.54E-05,9.02E-06,
1437,3.51E-05,1.03E-05,
1438,3.48E-05,1.16E-05,
1439,3.43E-05,1.28E-05,
1440,3.39E-05,1.40E-05,
1441,3.34E-05,1.53E-05,
1442,3.28E-05,1.65E-05,
1443,3.22E-05,1.76E-05,
1444,3.16E-05,1.88E-05,
1445,3.10E-05,2.00E-05,
1446,3.02E-05,2.11E-05,
1447,2.94E-05,2.21E-05,
1448,2.86E-05,2.32E-05,
1449,2.78E-05,2.42E-05,
1450,2.70E-05,2.52E-05,
1451,2.60E-05,2.62E-05,
1452,2.51E-05,2.71E-05,
1453,2.41E-05,2.80E-05,
1454,2.31E-05,2.89E-05,
1455,2.21E-05,2.97E-05,
1456,2.10E-05,3.05E-05,
1457,1.99E-05,3.13E-05,
1458,1.88E-05,3.20E-05,
1459,1.76E-05,3.27E-05,
1460,1.65E-05,3.33E-05,
1461,1.53E-05,3.39E-05,
1462,1.41E-05,3.45E-05,
1463,1.28E-05,3.50E-05,
1464,1.15E-05,3.54E-05,
1465,1.03E-05,3.58E-05,
1466,9.00E-06,3.62E-05,
1467,7.69E-06,3.65E-05,
1468,6.37E-06,3.68E-05,
1469,5.05E-06,3.70E-05,
1470,3.73E-06,3.72E-05,
1471,2.39E-06,3.74E-05,
1472,1.04E-06,3.74E-05,
1473,-3.06E-07,3.75E-05,
1474,-1.65E-06,3.75E-05,
1475,-3.00E-06,3.74E-05,
1476,-4.34E-06,3.73E-05,
1477,-5.68E-06,3.71E-05,
1478,-7.03E-06,3.70E-05,
1479,-8.35E-06,3.67E-05,
1480,-9.66E-06,3.64E-05,
1481,-1.10E-05,3.60E-05,
1482,-1.23E-05,3.57E-05,
1483,-1.36E-05,3.52E-05,
1484,-1.48E-05,3.47E-05,
1485,-1.61E-05,3.42E-05,
1486,-1.73E-05,3.36E-05,
1487,-1.85E-05,3.30E-05,
1488,-1.97E-05,3.23E-05,
1489,-2.08E-05,3.16E-05,
1490,-2.20E-05,3.09E-05,
1491,-2.31E-05,3.01E-05,
1492,-2.42E-05,2.92E-05,
1493,-2.52E-05,2.84E-05,
1494,-2.63E-05,2.75E-05,
1495,-2.73E-05,2.65E-05,
1496,-2.82E-05,2.55E-05,
1497,-2.91E-05,2.45E-05,
1498,-3.00E-05,2.35E-05,
1499,-3.09E-05,2.24E-05,
1500,-3.16E-05,2.13E-05,
1501,-3.24E-05,2.01E-05,
1502,-3.32E-05,1.90E-05,
1503,-3.38E-05,1.78E-05,
1504,-3.44E-05,1.66E-05,
1505,-3.50E-05,1.53E-05,
1506,-3.56E-05,1.41E-05,
1507,-3.61E-05,1.28E-05,
1508,-3.66E-05,1.15E-05,
1509,-3.70E-05,1.02E-05,
1510,-3.74E-05,8.87E-06,
1511,-3.77E-05,7.52E-06,
1512,-3.79E-05,6.16E-06,
1513,-3.81E-05,4.79E-06,
1514,-3.84E-05,3.43E-06,
1515,-3.85E-05,2.05E-06,
1516,-3.85E-05,6.66E-07,
1517,-3.85E-05,-7.21E-07,
1518,-3.86E-05,-2.11E-06,
1519,-3.85E-05,-3.49E-06,
1520,-3.83E-05,-4.87E-06,
1521,-3.81E-05,-6.25E-06,
1522,-3.80E-05,-7.63E-06,
1523,-3.77E-05,-8.99E-06,
1524,-3.73E-05,-1.03E-05,
