Index,x_m,y_m,
14269,3.64E-05,-0.000299304,
14270,4.25E-05,-0.000298516,
14271,4.86E-05,-0.000297606,
14272,5.46E-05,-0.000296573,
14273,6.06E-05,-0.000295417,
14274,6.66E-05,-0.000294133,
14275,7.26E-05,-0.000292727,
14276,7.86E-05,-0.0002912,
14277,8.45E-05,-0.000289553,
14278,9.03E-05,-0.000287788,
14279,9.62E-05,-0.000285905,
14280,0.000101986,-0.000283905,
14281,0.000107746,-0.000281788,
14282,0.00011346,-0.000279555,
14283,0.000119127,-0.000277201,
14284,0.000124743,-0.000274731,
14285,0.000130309,-0.000272147,
14286,0.000135821,-0.000269452,
14287,0.000141278,-0.000266647,
14288,0.000146677,-0.000263732,
14289,0.000152017,-0.000260709,
14290,0.000157294,-0.000257579,
14291,0.000162508,-0.000254344,
14292,0.000167652,-0.000250999,
14293,0.000172725,-0.000247547,
14294,0.000177727,-0.000243994,
14295,0.000182657,-0.000240341,
14296,0.000187512,-0.000236589,
14297,0.000192291,-0.000232741,
14298,0.000196991,-0.000228797,
14299,0.000201611,-0.000224759,
14300,0.000206149,-0.000220629,
14301,0.000210599,-0.000216405,
14302,0.00021496,-0.000212089,
14303,0.000219233,-0.000207685,
14304,0.000223416,-0.000203196,
14305,0.000227507,-0.000198623,
14306,0.000231506,-0.00019397,
14307,0.000235411,-0.000189236,
14308,0.000239219,-0.000184426,
14309,0.00024293,-0.000179539,
14310,0.000246539,-0.000174577,
14311,0.000250043,-0.00016954,
14312,0.000253444,-0.000164433,
14313,0.00025674,-0.000159258,
14314,0.000259933,-0.000154018,
14315,0.000263019,-0.000148714,
14316,0.000265997,-0.00014335,
14317,0.000268868,-0.000137927,
14318,0.000271628,-0.000132447,
14319,0.000274276,-0.000126912,
14320,0.000276807,-0.000121323,
14321,0.000279223,-0.000115682,
14322,0.000281524,-0.000109994,
14323,0.00028371,-0.000104261,
14324,0.000285781,-9.85E-05,
14325,0.000287735,-9.27E-05,
14326,0.000289572,-8.68E-05,
14327,0.000291291,-8.09E-05,
14328,0.00029289,-7.50E-05,
14329,0.000294364,-6.90E-05,
14330,0.000295714,-6.31E-05,
14331,0.000296944,-5.70E-05,
14332,0.000298052,-5.10E-05,
14333,0.000299039,-4.50E-05,
14334,0.000299904,-3.89E-05,
14335,0.000300647,-3.28E-05,
14336,0.000301267,-2.67E-05,
14337,0.000301765,-2.06E-05,
14338,0.000302134,-1.44E-05,
14339,0.000302374,-8.32E-06,
14340,0.000302492,-2.18E-06,
14341,0.000302485,3.95E-06,
14342,0.000302356,1.01E-05,
14343,0.000302104,1.62E-05,
14344,0.000301728,2.23E-05,
14345,0.000301229,2.85E-05,
14346,0.000300608,3.46E-05,
14347,0.00029986,4.07E-05,
14348,0.000298985,4.67E-05,
14349,0.000297986,5.28E-05,
14350,0.000296866,5.88E-05,
14351,0.000295626,6.48E-05,
14352,0.000294264,7.08E-05,
14353,0.000292783,7.68E-05,
14354,0.000291183,8.27E-05,
14355,0.000289464,8.86E-05,
14356,0.000287624,9.44E-05,
14357,0.000285663,0.000100241,
14358,0.000283582,0.000106013,
14359,0.000281386,0.000111743,
14360,0.000279075,0.000117427,
14361,0.000276651,0.000123063,
14362,0.000274114,0.00012865,
14363,0.000271466,0.000134185,
14364,0.000268707,0.000139665,
14365,0.000265837,0.000145089,
14366,0.000262854,0.00015045,
14367,0.00025976,0.00015575,
14368,0.000256561,0.000160986,
14369,0.000253258,0.000166156,
14370,0.000249852,0.00017126,
14371,0.000246344,0.000176294,
14372,0.000242735,0.000181256,
14373,0.000239028,0.000186146,
14374,0.000235223,0.000190959,
14375,0.000231318,0.000195692,
14376,0.000227315,0.000200342,
14377,0.00022322,0.000204912,
14378,0.000219034,0.000209398,
14379,0.000214758,0.000213799,
14380,0.000210396,0.000218113,
14381,0.000205948,0.00022234,
14382,0.000201416,0.000226476,
14383,0.000196801,0.00023052,
14384,0.000192104,0.000234468,
14385,0.000187325,0.000238316,
14386,0.000182469,0.000242067,
14387,0.000177539,0.00024572,
14388,0.000172537,0.000249274,
14389,0.000167465,0.000252726,
14390,0.000162325,0.000256077,
14391,0.000157118,0.000259323,
14392,0.000151847,0.000262465,
14393,0.000146513,0.000265497,
14394,0.000141116,0.000268416,
14395,0.000135661,0.000271226,
14396,0.000130151,0.000273925,
14397,0.000124588,0.000276514,
14398,0.000118974,0.00027899,
14399,0.000113312,0.000281354,
14400,0.000107604,0.000283604,
14401,0.000101851,0.000285738,
14402,9.61E-05,0.000287755,
14403,9.02E-05,0.00028965,
14404,8.43E-05,0.000291425,
14405,7.84E-05,0.000293082,
14406,7.25E-05,0.000294621,
14407,6.65E-05,0.00029604,
14408,6.05E-05,0.000297339,
14409,5.45E-05,0.000298518,
14410,4.85E-05,0.000299576,
14411,4.24E-05,0.000300512,
14412,3.63E-05,0.00030132,
14413,3.02E-05,0.000302003,
14414,2.41E-05,0.000302563,
14415,1.80E-05,0.000303001,
14416,1.19E-05,0.000303316,
14417,5.73E-06,0.000303508,
14418,-4.03E-07,0.000303578,
14419,-6.54E-06,0.000303525,
14420,-1.27E-05,0.000303349,
14421,-1.88E-05,0.000303044,
14422,-2.49E-05,0.000302612,
14423,-3.10E-05,0.000302057,
14424,-3.71E-05,0.00030138,
14425,-4.32E-05,0.000300582,
14426,-4.93E-05,0.000299661,
14427,-5.53E-05,0.00029862,
14428,-6.14E-05,0.000297457,
14429,-6.74E-05,0.000296175,
14430,-7.33E-05,0.000294768,
14431,-7.93E-05,0.000293237,
14432,-8.52E-05,0.000291586,
14433,-9.11E-05,0.000289817,
14434,-9.69E-05,0.000287932,
14435,-0.000102689,0.000285929,
14436,-0.000108448,0.000283811,
14437,-0.000114163,0.000281579,
14438,-0.000119833,0.000279232,
14439,-0.000125453,0.00027677,
14440,-0.00013102,0.000274191,
14441,-0.000136534,0.000271499,
14442,-0.000141993,0.000268697,
14443,-0.000147395,0.000265787,
14444,-0.000152737,0.000262769,
14445,-0.000158018,0.000259645,
14446,-0.000163235,0.000256416,
14447,-0.000168387,0.000253083,
14448,-0.000173471,0.000249647,
14449,-0.000178481,0.000246105,
14450,-0.000183417,0.00024246,
14451,-0.00018828,0.000238718,
14452,-0.000193067,0.00023488,
14453,-0.000197776,0.000230946,
14454,-0.000202405,0.000226919,
14455,-0.000206953,0.000222801,
14456,-0.000211418,0.000218592,
14457,-0.000215798,0.000214295,
14458,-0.000220087,0.000209907,
14459,-0.000224284,0.00020543,
14460,-0.00022839,0.000200871,
14461,-0.000232405,0.000196231,
14462,-0.000236326,0.000191512,
14463,-0.000240152,0.000186715,
14464,-0.000243882,0.000181843,
14465,-0.000247513,0.000176897,
14466,-0.000251045,0.00017188,
14467,-0.000254472,0.00016679,
14468,-0.000257792,0.00016163,
14469,-0.000261007,0.000156404,
14470,-0.000264118,0.000151115,
14471,-0.000267123,0.000145766,
14472,-0.00027002,0.000140357,
14473,-0.000272809,0.000134891,
14474,-0.000275488,0.000129371,
14475,-0.000278056,0.000123799,
14476,-0.000280508,0.000118174,
14477,-0.000282843,0.0001125,
14478,-0.000285063,0.00010678,
14479,-0.000287168,0.000101017,
14480,-0.000289158,9.52E-05,
14481,-0.000291031,8.94E-05,
14482,-0.000292788,8.35E-05,
14483,-0.000294427,7.76E-05,
14484,-0.000295947,7.16E-05,
14485,-0.000297346,6.57E-05,
14486,-0.00029862,5.97E-05,
14487,-0.000299771,5.36E-05,
14488,-0.000300802,4.76E-05,
14489,-0.000301712,4.15E-05,
14490,-0.0003025,3.54E-05,
14491,-0.000303167,2.93E-05,
14492,-0.000303713,2.32E-05,
14493,-0.000304136,1.71E-05,
14494,-0.000304435,1.10E-05,
14495,-0.000304607,4.83E-06,
14496,-0.000304652,-1.30E-06,
14497,-0.000304575,-7.44E-06,
14498,-0.000304376,-1.36E-05,
14499,-0.000304054,-1.97E-05,
14500,-0.00030361,-2.58E-05,
14501,-0.000303045,-3.19E-05,
14502,-0.000302357,-3.80E-05,
14503,-0.000301548,-4.41E-05,
14504,-0.000300612,-5.02E-05,
14505,-0.000299551,-5.62E-05,
14506,-0.000298369,-6.22E-05,
14507,-0.000297067,-6.82E-05,
14508,-0.000295646,-7.42E-05,
14509,-0.000294107,-8.01E-05,
14510,-0.000292449,-8.60E-05,
14511,-0.000290674,-9.19E-05,
14512,-0.000288782,-9.78E-05,
14513,-0.00028677,-0.000103554,
14514,-0.000284637,-0.000109307,
14515,-0.00028239,-0.000115016,
14516,-0.000280029,-0.00012068,
14517,-0.000277556,-0.000126295,
14518,-0.000274972,-0.00013186,
14519,-0.000272277,-0.000137372,
14520,-0.000269472,-0.00014283,
14521,-0.00026656,-0.00014823,
14522,-0.000263537,-0.00015357,
14523,-0.000260404,-0.000158846,
14524,-0.000257165,-0.000164057,
14525,-0.000253823,-0.000169203,
14526,-0.000250379,-0.000174281,
14527,-0.000246834,-0.000179289,
14528,-0.000243191,-0.000184226,
14529,-0.000239449,-0.000189089,
14530,-0.000235612,-0.000193877,
14531,-0.000231678,-0.000198586,
14532,-0.000227647,-0.000203212,
14533,-0.000223523,-0.000207755,
14534,-0.000219309,-0.000212215,
14535,-0.000215006,-0.00021659,
14536,-0.000210618,-0.000220878,
14537,-0.000206145,-0.000225078,
14538,-0.00020159,-0.000229189,
14539,-0.000196953,-0.000233207,
14540,-0.000192237,-0.000237132,
14541,-0.00018744,-0.000240958,
14542,-0.000182565,-0.000244684,
14543,-0.000177617,-0.000248313,
14544,-0.000172598,-0.000251842,
14545,-0.000167509,-0.000255271,
14546,-0.000162354,-0.000258597,
14547,-0.000157133,-0.000261821,
14548,-0.000151849,-0.00026494,
14549,-0.000146504,-0.000267953,
14550,-0.000141097,-0.000270854,
14551,-0.000135631,-0.000273643,
14552,-0.000130111,-0.000276322,
14553,-0.000124539,-0.000278891,
14554,-0.000118917,-0.000281348,
14555,-0.000113247,-0.000283693,
14556,-0.000107531,-0.000285925,
14557,-0.000101773,-0.000288043,
14558,-9.60E-05,-0.000290045,
14559,-9.01E-05,-0.000291928,
14560,-8.43E-05,-0.000293689,
14561,-7.83E-05,-0.000295332,
14562,-7.24E-05,-0.000296857,
14563,-6.64E-05,-0.000298263,
14564,-6.04E-05,-0.00029955,
14565,-5.44E-05,-0.000300718,
14566,-4.84E-05,-0.000301766,
14567,-4.23E-05,-0.000302693,
14568,-3.62E-05,-0.000303496,
14569,-3.01E-05,-0.000304173,
14570,-2.40E-05,-0.000304727,
14571,-1.79E-05,-0.000305158,
14572,-1.18E-05,-0.000305468,
14573,-5.62E-06,-0.000305656,
14574,5.16E-07,-0.000305722,
14575,6.65E-06,-0.000305666,
14576,1.28E-05,-0.000305489,
14577,1.89E-05,-0.000305187,
14578,2.50E-05,-0.000304758,
14579,3.11E-05,-0.000304204,
14580,3.72E-05,-0.000303529,
14581,4.33E-05,-0.000302733,
14582,4.94E-05,-0.000301816,
14583,5.54E-05,-0.000300779,
14584,6.15E-05,-0.000299621,
14585,6.75E-05,-0.000298345,
14586,7.34E-05,-0.000296948,
14587,7.94E-05,-0.000295428,
14588,8.53E-05,-0.000293785,
14589,9.12E-05,-0.000292026,
14590,9.70E-05,-0.00029015,
14591,0.000102824,-0.000288158,
14592,0.000108587,-0.000286052,
14593,0.000114307,-0.000283831,
14594,0.000119982,-0.000281498,
14595,0.000125609,-0.000279052,
14596,0.000131184,-0.00027649,
14597,0.000136706,-0.000273813,
14598,0.000142172,-0.000271027,
14599,0.000147583,-0.000268132,
14600,0.000152934,-0.000265131,
14601,0.000158225,-0.000262024,
14602,0.000163454,-0.000258813,
14603,0.000168618,-0.000255499,
14604,0.000173714,-0.000252083,
14605,0.00017874,-0.000248563,
14606,0.000183692,-0.000244939,
14607,0.00018857,-0.000241217,
14608,0.000193373,-0.000237399,
14609,0.000198099,-0.000233486,
14610,0.000202747,-0.00022948,
14611,0.000207314,-0.000225383,
14612,0.000211799,-0.000221196,
14613,0.000216201,-0.00021692,
14614,0.000220514,-0.000212557,
14615,0.000224736,-0.000208104,
14616,0.000228867,-0.000203568,
14617,0.000232908,-0.00019895,
14618,0.000236855,-0.000194252,
14619,0.000240709,-0.000189478,
14620,0.000244468,-0.000184628,
14621,0.000248129,-0.000179704,
14622,0.000251692,-0.000174709,
14623,0.000255154,-0.000169643,
14624,0.00025851,-0.000164506,
14625,0.000261761,-0.000159302,
14626,0.000264907,-0.000154035,
14627,0.000267949,-0.000148706,
14628,0.000270884,-0.000143318,
14629,0.000273712,-0.000137872,
14630,0.000276431,-0.000132372,
14631,0.000279041,-0.000126819,
14632,0.00028154,-0.000121215,
14633,0.000283922,-0.00011556,
14634,0.000286187,-0.000109858,
14635,0.000288339,-0.000104111,
14636,0.000290376,-9.83E-05,
14637,0.000292298,-9.25E-05,
14638,0.000294104,-8.66E-05,
14639,0.000295794,-8.07E-05,
14640,0.000297366,-7.48E-05,
14641,0.00029882,-6.88E-05,
14642,0.000300152,-6.29E-05,
14643,0.000301359,-5.68E-05,
14644,0.000302446,-5.08E-05,
14645,0.000303413,-4.47E-05,
14646,0.00030426,-3.87E-05,
14647,0.000304987,-3.26E-05,
14648,0.000305592,-2.65E-05,
14649,0.000306077,-2.03E-05,
14650,0.00030644,-1.42E-05,
14651,0.000306678,-8.09E-06,
14652,0.000306789,-1.96E-06,
14653,0.000306777,4.18E-06,
14654,0.000306644,1.03E-05,
14655,0.000306389,1.64E-05,
14656,0.000306012,2.26E-05,
14657,0.000305515,2.87E-05,
14658,0.000304896,3.48E-05,
14659,0.000304157,4.09E-05,
14660,0.000303294,4.70E-05,
14661,0.000302307,5.30E-05,
14662,0.000301196,5.90E-05,
14663,0.000299967,6.51E-05,
14664,0.000298618,7.10E-05,
14665,0.000297152,7.70E-05,
14666,0.000295567,8.29E-05,
14667,0.000293866,8.88E-05,
14668,0.000292048,9.47E-05,
14669,0.000290114,0.000100508,
14670,0.000288059,0.00010629,
14671,0.000285887,0.000112028,
14672,0.000283601,0.000117722,
14673,0.000281204,0.00012337,
14674,0.000278694,0.00012897,
14675,0.000276075,0.000134518,
14676,0.000273346,0.000140014,
14677,0.00027051,0.000145455,
14678,0.000267566,0.000150838,
14679,0.000264511,0.000156159,
14680,0.000261347,0.000161417,
14681,0.000258079,0.00016661,
14682,0.00025471,0.000171738,
14683,0.00025124,0.000176798,
14684,0.00024767,0.000181789,
14685,0.000244003,0.000186708,
14686,0.000240239,0.000191554,
14687,0.000236379,0.000196324,
14688,0.000232423,0.000201014,
14689,0.000228371,0.000205621,
14690,0.000224227,0.000210147,
14691,0.000219995,0.00021459,
14692,0.000215677,0.000218948,
14693,0.000211272,0.00022322,
14694,0.000206784,0.000227404,
14695,0.000202215,0.000231499,
14696,0.000197565,0.000235502,
14697,0.000192834,0.000239411,
14698,0.000188025,0.00024322,
14699,0.000183139,0.000246933,
14700,0.000178181,0.000250547,
14701,0.000173153,0.000254064,
14702,0.000168056,0.00025748,
14703,0.000162892,0.000260794,
14704,0.000157664,0.000264006,
14705,0.000152374,0.000267115,
14706,0.000147022,0.000270116,
14707,0.00014161,0.000273006,
14708,0.000136139,0.000275785,
14709,0.000130615,0.000278456,
14710,0.00012504,0.000281017,
14711,0.000119414,0.000283468,
14712,0.000113742,0.000285807,
14713,0.000108024,0.000288033,
14714,0.000102264,0.000290147,
14715,9.65E-05,0.000292145,
14716,9.06E-05,0.000294022,
14717,8.47E-05,0.00029578,
14718,7.88E-05,0.000297422,
14719,7.29E-05,0.000298946,
14720,6.69E-05,0.000300353,
14721,6.09E-05,0.000301641,
14722,5.49E-05,0.000302811,
14723,4.88E-05,0.000303862,
14724,4.28E-05,0.000304793,
14725,3.67E-05,0.000305598,
14726,3.06E-05,0.000306279,
14727,2.45E-05,0.000306839,
14728,1.84E-05,0.000307277,
14729,1.22E-05,0.000307595,
14730,6.11E-06,0.000307792,
14731,-2.49E-08,0.000307868,
14732,-6.16E-06,0.000307823,
14733,-1.23E-05,0.000307656,
14734,-1.84E-05,0.000307365,
14735,-2.45E-05,0.000306947,
14736,-3.07E-05,0.000306408,
14737,-3.68E-05,0.000305747,
14738,-4.28E-05,0.000304967,
14739,-4.89E-05,0.000304066,
14740,-5.50E-05,0.000303046,
14741,-6.10E-05,0.000301907,
14742,-6.70E-05,0.000300649,
14743,-7.30E-05,0.00029927,
14744,-7.89E-05,0.000297768,
14745,-8.48E-05,0.000296147,
14746,-9.07E-05,0.000294409,
14747,-9.66E-05,0.000292555,
14748,-0.000102389,0.000290587,
14749,-0.00010816,0.000288504,
14750,-0.000113889,0.000286308,
14751,-0.000119574,0.000283999,
14752,-0.000125212,0.000281577,
14753,-0.000130798,0.000279039,
14754,-0.000136332,0.000276389,
14755,-0.000141813,0.000273629,
14756,-0.000147238,0.000270763,
14757,-0.000152605,0.000267789,
14758,-0.000157913,0.000264711,
14759,-0.000163159,0.000261529,
14760,-0.000168341,0.000258243,
14761,-0.000173457,0.000254856,
14762,-0.000178503,0.000251364,
14763,-0.000183475,0.00024777,
14764,-0.000188376,0.000244078,
14765,-0.000193203,0.00024029,
14766,-0.000197955,0.000236408,
14767,-0.000202629,0.000232433,
14768,-0.000207224,0.000228367,
14769,-0.000211738,0.00022421,
14770,-0.000216169,0.000219966,
14771,-0.000220512,0.000215632,
14772,-0.000224766,0.000211209,
14773,-0.00022893,0.000206703,
14774,-0.000233005,0.000202116,
14775,-0.000236989,0.00019745,
14776,-0.000240881,0.000192706,
14777,-0.000244678,0.000187886,
14778,-0.000248379,0.000182992,
14779,-0.000251983,0.000178027,
14780,-0.000255486,0.000172989,
14781,-0.000258885,0.00016788,
14782,-0.00026218,0.000162704,
14783,-0.000265373,0.000157465,
14784,-0.000268463,0.000152163,
14785,-0.000271447,0.000146802,
14786,-0.000274325,0.000141383,
14787,-0.000277096,0.000135909,
14788,-0.000279758,0.000130381,
14789,-0.000282309,0.0001248,
14790,-0.000284745,0.000119168,
14791,-0.000287067,0.000113489,
14792,-0.000289276,0.000107764,
14793,-0.000291372,0.000101998,
14794,-0.000293355,9.62E-05,
14795,-0.000295222,9.03E-05,
14796,-0.000296974,8.45E-05,
14797,-0.000298611,7.86E-05,
14798,-0.000300129,7.26E-05,
14799,-0.000301525,6.66E-05,
14800,-0.000302798,6.06E-05,
14801,-0.000303954,5.46E-05,
14802,-0.00030499,4.86E-05,
14803,-0.000305908,4.25E-05,
14804,-0.000306706,3.64E-05,
14805,-0.000307384,3.03E-05,
14806,-0.000307942,2.42E-05,
14807,-0.00030838,1.81E-05,
14808,-0.000308691,1.19E-05,
14809,-0.000308877,5.82E-06,
14810,-0.000308942,-3.20E-07,
14811,-0.000308886,-6.46E-06,
14812,-0.00030871,-1.26E-05,
14813,-0.000308413,-1.87E-05,
14814,-0.000307996,-2.48E-05,
14815,-0.000307458,-3.10E-05,
14816,-0.000306801,-3.71E-05,
14817,-0.000306019,-4.31E-05,
14818,-0.000305112,-4.92E-05,
14819,-0.000304085,-5.53E-05,
14820,-0.00030294,-6.13E-05,
14821,-0.000301676,-6.73E-05,
14822,-0.000300294,-7.33E-05,
14823,-0.000298795,-7.92E-05,
14824,-0.00029718,-8.51E-05,
14825,-0.000295448,-9.10E-05,
14826,-0.000293598,-9.69E-05,
14827,-0.000291628,-0.000102683,
14828,-0.000289542,-0.000108453,
14829,-0.000287344,-0.000114182,
14830,-0.000285033,-0.000119866,
14831,-0.000282611,-0.000125503,
14832,-0.000280078,-0.000131092,
14833,-0.000277436,-0.00013663,
14834,-0.000274686,-0.000142115,
14835,-0.000271827,-0.000147544,
14836,-0.000268857,-0.000152913,
14837,-0.000265779,-0.000158221,
14838,-0.000262598,-0.000163468,
14839,-0.000259314,-0.000168651,
14840,-0.000255929,-0.000173769,
14841,-0.000252444,-0.000178819,
14842,-0.000248861,-0.000183799,
14843,-0.00024518,-0.000188709,
14844,-0.000241403,-0.000193544,
14845,-0.000237527,-0.000198301,
14846,-0.000233556,-0.000202979,
14847,-0.000229493,-0.000207577,
14848,-0.000225341,-0.000212094,
14849,-0.000221101,-0.000216529,
14850,-0.000216775,-0.00022088,
14851,-0.000212364,-0.000225146,
14852,-0.00020787,-0.000229324,
14853,-0.000203295,-0.000233412,
14854,-0.000198637,-0.000237407,
14855,-0.000193898,-0.000241305,
14856,-0.000189084,-0.000245109,
14857,-0.000184196,-0.000248817,
14858,-0.000179236,-0.000252429,
14859,-0.000174206,-0.000255943,
14860,-0.000169108,-0.000259358,
14861,-0.000163944,-0.000262672,
14862,-0.000158716,-0.000265884,
14863,-0.000153424,-0.000268989,
14864,-0.000148069,-0.000271985,
14865,-0.000142656,-0.000274874,
14866,-0.000137187,-0.000277657,
14867,-0.000131665,-0.000280332,
14868,-0.000126092,-0.000282897,
14869,-0.000120469,-0.000285353,
14870,-0.000114799,-0.000287698,
14871,-0.000109084,-0.000289932,
14872,-0.000103325,-0.00029205,
14873,-9.75E-05,-0.00029405,
14874,-9.17E-05,-0.000295933,
14875,-8.58E-05,-0.000297702,
14876,-7.99E-05,-0.000299354,
14877,-7.40E-05,-0.000300891,
14878,-6.80E-05,-0.000302311,
14879,-6.20E-05,-0.000303613,
14880,-5.60E-05,-0.000304798,
14881,-4.99E-05,-0.000305862,
14882,-4.39E-05,-0.000306803,
14883,-3.78E-05,-0.000307621,
14884,-3.17E-05,-0.000308319,
14885,-2.56E-05,-0.000308898,
14886,-1.95E-05,-0.000309357,
14887,-1.33E-05,-0.000309696,
14888,-7.21E-06,-0.000309915,
14889,-1.07E-06,-0.000310014,
14890,5.07E-06,-0.000309992,
14891,1.12E-05,-0.000309843,
14892,1.73E-05,-0.000309571,
14893,2.35E-05,-0.000309178,
14894,2.96E-05,-0.000308665,
14895,3.57E-05,-0.000308032,
14896,4.18E-05,-0.00030728,
14897,4.78E-05,-0.000306409,
14898,5.39E-05,-0.000305419,
14899,5.99E-05,-0.00030431,
14900,6.59E-05,-0.000303079,
14901,7.19E-05,-0.000301725,
14902,7.79E-05,-0.000300253,
14903,8.38E-05,-0.000298665,
14904,8.97E-05,-0.000296961,
14905,9.56E-05,-0.000295142,
14906,0.000101381,-0.000293209,
14907,0.000107165,-0.000291162,
14908,0.000112908,-0.000289002,
14909,0.000118607,-0.000286726,
14910,0.000124257,-0.000284335,
14911,0.000129859,-0.000281831,
14912,0.000135411,-0.000279219,
14913,0.000140911,-0.000276498,
14914,0.000146356,-0.00027367,
14915,0.000151745,-0.000270736,
14916,0.000157075,-0.000267697,
14917,0.000162345,-0.000264555,
14918,0.000167551,-0.000261307,
14919,0.00017269,-0.000257954,
14920,0.00017776,-0.000254498,
14921,0.000182762,-0.000250944,
14922,0.000187693,-0.000247293,
14923,0.000192552,-0.000243546,
14924,0.000197336,-0.000239704,
14925,0.000202045,-0.00023577,
14926,0.000206675,-0.000231744,
14927,0.000211225,-0.000227628,
14928,0.00021569,-0.000223419,
14929,0.000220069,-0.00021912,
14930,0.000224363,-0.000214737,
14931,0.00022857,-0.000210271,
14932,0.000232689,-0.000205723,
14933,0.000236718,-0.000201096,
14934,0.000240656,-0.000196391,
14935,0.000244502,-0.000191609,
14936,0.000248252,-0.000186753,
14937,0.000251903,-0.000181821,
14938,0.000255453,-0.000176816,
14939,0.000258903,-0.000171743,
14940,0.000262254,-0.000166603,
14941,0.000265504,-0.000161398,
14942,0.000268651,-0.000156131,
14943,0.000271695,-0.000150803,
14944,0.000274634,-0.000145417,
14945,0.000277467,-0.000139974,
14946,0.000280189,-0.000134475,
14947,0.000282799,-0.000128922,
14948,0.000285298,-0.000123318,
14949,0.000287687,-0.000117667,
14950,0.000289966,-0.00011197,
14951,0.000292132,-0.000106229,
14952,0.000294186,-0.000100447,
14953,0.000296126,-9.46E-05,
14954,0.000297953,-8.88E-05,
14955,0.000299661,-8.29E-05,
14956,0.000301249,-7.69E-05,
14957,0.000302718,-7.10E-05,
14958,0.000304071,-6.50E-05,
14959,0.000305307,-5.90E-05,
14960,0.000306425,-5.30E-05,
14961,0.000307424,-4.69E-05,
14962,0.000308306,-4.08E-05,
14963,0.000309068,-3.47E-05,
14964,0.000309709,-2.86E-05,
14965,0.000310226,-2.25E-05,
14966,0.00031062,-1.64E-05,
14967,0.000310894,-1.03E-05,
14968,0.000311048,-4.15E-06,
14969,0.000311083,1.99E-06,
14970,0.000310997,8.13E-06,
14971,0.000310792,1.43E-05,
14972,0.000310467,2.04E-05,
14973,0.000310022,2.65E-05,
14974,0.000309451,3.26E-05,
14975,0.000308758,3.87E-05,
14976,0.000307945,4.48E-05,
14977,0.000307014,5.09E-05,
14978,0.000305964,5.69E-05,
14979,0.000304796,6.29E-05,
14980,0.000303512,6.89E-05,
14981,0.00030211,7.49E-05,
14982,0.000300592,8.08E-05,
14983,0.000298953,8.68E-05,
14984,0.000297194,9.26E-05,
14985,0.00029532,9.85E-05,
14986,0.000293333,0.000104284,
14987,0.000291233,0.00011005,
14988,0.00028902,0.000115773,
14989,0.000286696,0.000121451,
14990,0.000284262,0.000127084,
14991,0.000281719,0.000132668,
14992,0.000279063,0.000138199,
14993,0.000276295,0.000143675,
14994,0.00027342,0.000149096,
14995,0.000270439,0.000154459,
14996,0.000267355,0.000159763,
14997,0.000264167,0.000165006,
14998,0.000260878,0.000170186,
14999,0.000257488,0.0001753,
15000,0.000253999,0.000180348,
15001,0.000250411,0.000185325,
15002,0.000246721,0.000190227,
15003,0.000242934,0.000195056,
15004,0.000239055,0.000199809,
15005,0.000235083,0.000204486,
15006,0.00023102,0.000209084,
15007,0.000226869,0.000213603,
15008,0.000222631,0.000218039,
15009,0.000218306,0.000222392,
15010,0.000213897,0.000226659,
15011,0.000209401,0.000230835,
15012,0.000204823,0.00023492,
15013,0.000200165,0.000238915,
15014,0.000195431,0.000242818,
15015,0.000190622,0.000246628,
15016,0.000185739,0.000250344,
15017,0.000180785,0.000253964,
15018,0.000175761,0.000257486,
15019,0.000170669,0.00026091,
15020,0.000165508,0.000264229,
15021,0.000160281,0.000267443,
15022,0.000154992,0.000270554,
15023,0.000149644,0.000273562,
15024,0.000144239,0.000276465,
15025,0.000138777,0.000279262,
15026,0.000133263,0.000281952,
15027,0.000127697,0.000284534,
15028,0.000122081,0.000287007,
15029,0.000116417,0.000289366,
15030,0.000110706,0.000291609,
15031,0.000104952,0.00029374,
15032,9.92E-05,0.000295758,
15033,9.33E-05,0.000297663,
15034,8.75E-05,0.000299454,
15035,8.16E-05,0.000301131,
15036,7.56E-05,0.000302692,
15037,6.97E-05,0.000304137,
15038,6.37E-05,0.000305463,
15039,5.76E-05,0.000306666,
15040,5.16E-05,0.00030775,
15041,4.56E-05,0.000308716,
15042,3.95E-05,0.000309565,
15043,3.34E-05,0.000310294,
15044,2.73E-05,0.000310905,
15045,2.12E-05,0.000311397,
15046,1.50E-05,0.00031177,
15047,8.90E-06,0.000312021,
15048,2.77E-06,0.000312147,
15049,-3.37E-06,0.000312151,
15050,-9.50E-06,0.000312035,
15051,-1.56E-05,0.0003118,
15052,-2.18E-05,0.000311446,
15053,-2.79E-05,0.000310973,
15054,-3.40E-05,0.000310381,
15055,-4.01E-05,0.000309669,
15056,-4.62E-05,0.000308839,
15057,-5.22E-05,0.000307884,
15058,-5.83E-05,0.000306808,
15059,-6.43E-05,0.000305615,
15060,-7.03E-05,0.000304305,
15061,-7.62E-05,0.000302878,
15062,-8.22E-05,0.000301336,
15063,-8.81E-05,0.000299678,
15064,-9.40E-05,0.000297906,
15065,-9.98E-05,0.000296019,
15066,-0.000105598,0.000294014,
15067,-0.000111355,0.000291893,
15068,-0.00011707,0.000289659,
15069,-0.000122741,0.000287315,
15070,-0.000128364,0.000284861,
15071,-0.000133939,0.000282298,
15072,-0.000139463,0.000279627,
15073,-0.000144934,0.000276849,
15074,-0.00015035,0.000273965,
15075,-0.000155707,0.000270973,
