Index,x_m,y_m,t_sec
358,6.95757020831e-06,-7.07895463164e-06,0.00102674
359,7.1972136487e-06,-6.80233534698e-06,0.0010296
360,7.43685708909e-06,-6.52571606232e-06,0.00103246
361,7.67650052948e-06,-6.24909677767e-06,0.00103532
362,7.91614396986e-06,-5.97247749301e-06,0.00103818
363,8.15578741025e-06,-5.69585820835e-06,0.00104104
364,8.39543085064e-06,-5.41923892369e-06,0.0010439
365,8.63507429102e-06,-5.14261963904e-06,0.00104676
366,8.87471773141e-06,-4.86600035438e-06,0.00104962
367,9.1143611718e-06,-4.58938106972e-06,0.00105248
368,9.35400461218e-06,-4.31276178507e-06,0.00105534
369,9.59364805257e-06,-4.03614250041e-06,0.0010582
370,9.7467562297e-06,-3.71066278392e-06,0.00106106
371,9.819786875e-06,-3.33996886643e-06,0.00106392
372,9.88947645463e-06,-2.96738848202e-06,0.00106678
373,9.95916603425e-06,-2.59480809762e-06,0.00106964
374,1.00288556139e-05,-2.22222771321e-06,0.0010725
375,1.00985451935e-05,-1.8496473288e-06,0.00107536
376,1.01682347731e-05,-1.4770669444e-06,0.00107822
377,1.02379243527e-05,-1.10448655999e-06,0.00108108
378,1.03076139323e-05,-7.31906175584e-07,0.00108394
379,1.0377303512e-05,-3.59325791177e-07,0.0010868
380,1.04469930916e-05,1.32545932298e-08,0.00108966
381,1.05166826712e-05,3.85834977636e-07,0.00109252
382,1.05863722508e-05,7.58415362043e-07,0.00109538
383,1.06560618305e-05,1.13099574645e-06,0.00109824
384,1.06691140985e-05,1.50310509175e-06,0.0011011
385,1.05850383453e-05,1.8744066463e-06,0.00110396
386,1.04593540409e-05,2.24536215239e-06,0.00110682
387,1.03336697364e-05,2.61631765848e-06,0.00110968
388,1.02079854319e-05,2.98727316457e-06,0.00111254
389,1.00823011274e-05,3.35822867066e-06,0.0011154
390,9.95661682296e-06,3.72918417674e-06,0.00111826
391,9.83093251848e-06,4.10013968283e-06,0.00112112
392,9.70524821401e-06,4.47109518892e-06,0.00112398
393,9.57956390954e-06,4.84205069501e-06,0.00112684
394,9.45387960506e-06,5.2130062011e-06,0.0011297
395,9.32819530059e-06,5.58396170718e-06,0.00113256
396,9.20251099612e-06,5.95491721327e-06,0.00113542
397,9.07682669165e-06,6.32587271936e-06,0.00113828
398,8.89734983686e-06,6.66646452709e-06,0.00114114
399,8.63374509726e-06,6.95956957869e-06,0.001144
400,8.33778155726e-06,7.23440940865e-06,0.00114686
401,8.04181801726e-06,7.5092492386e-06,0.00114972
402,7.74585447726e-06,7.78408906856e-06,0.00115258
