Index,x_m,y_m
24263,0.000121563,0.000349169
24264,0.000117615,0.000350634
24265,0.000113587,0.000351892
24266,0.000109538,0.0003531
24267,0.00010549,0.000354308
24268,0.000101442,0.000355516
24269,9.74E-05,0.000356723
24270,9.33E-05,0.000357931
24271,8.92E-05,0.000358881
24272,8.51E-05,0.000359809
24273,8.10E-05,0.000360738
24274,7.69E-05,0.000361666
24275,7.28E-05,0.000362594
24276,6.87E-05,0.000363512
24277,6.46E-05,0.000364172
24278,6.04E-05,0.000364832
24279,5.62E-05,0.000365491
24280,5.20E-05,0.000366151
24281,4.79E-05,0.000366811
24282,4.37E-05,0.000367426
24283,3.95E-05,0.000367795
24284,3.53E-05,0.000368164
24285,3.11E-05,0.000368533
24286,2.69E-05,0.000368902
24287,2.27E-05,0.000369271
24288,1.85E-05,0.000369564
24289,1.43E-05,0.000369653
24290,1.01E-05,0.000369743
24291,5.85E-06,0.000369832
24292,1.64E-06,0.000369922
24293,-2.56E-06,0.000370011
24294,-6.77E-06,0.000369992
24295,-1.10E-05,0.000369802
24296,-1.52E-05,0.000369612
24297,-1.94E-05,0.000369422
24298,-2.36E-05,0.000369231
24299,-2.79E-05,0.000369041
24300,-3.21E-05,0.000368704
24301,-3.62E-05,0.000368223
24302,-4.04E-05,0.000367742
24303,-4.46E-05,0.000367262
24304,-4.88E-05,0.000366781
24305,-5.30E-05,0.0003663
24306,-5.72E-05,0.000365652
24307,-6.13E-05,0.000364903
24308,-6.55E-05,0.000364153
24309,-6.96E-05,0.000363404
24310,-7.38E-05,0.000362655
24311,-7.79E-05,0.000361906
24312,-8.20E-05,0.00036095
24313,-8.61E-05,0.000359921
24314,-9.02E-05,0.000358892
24315,-9.43E-05,0.000357863
24316,-9.84E-05,0.000356834
24317,-0.000102441,0.000355805
24318,-0.000106465,0.000354547
24319,-0.00011048,0.000353249
24320,-0.000114495,0.000351952
24321,-0.000118509,0.000350655
24322,-0.000122524,0.000349358
24323,-0.000126539,0.000348061
24324,-0.000130455,0.000346491
24325,-0.000134369,0.000344914
24326,-0.000138283,0.000343338
24327,-0.000142197,0.000341761
24328,-0.000146111,0.000340184
24329,-0.000150015,0.000338585
24330,-0.000153817,0.000336762
24331,-0.00015762,0.000334939
24332,-0.000161422,0.000333117
24333,-0.000165224,0.000331294
24334,-0.000169026,0.000329471
24335,-0.0001728,0.000327597
24336,-0.000176468,0.000325528
24337,-0.000180136,0.000323459
24338,-0.000183804,0.000321391
24339,-0.000187472,0.000319322
24340,-0.00019114,0.000317253
24341,-0.000194761,0.000315101
24342,-0.000198284,0.000312775
24343,-0.000201806,0.000310449
24344,-0.000205329,0.000308123
24345,-0.000208852,0.000305797
24346,-0.000212374,0.000303471
24347,-0.000215828,0.000301051
24348,-0.000219194,0.000298512
24349,-0.00022256,0.000295974
24350,-0.000225926,0.000293435
24351,-0.000229292,0.000290897
24352,-0.000232658,0.000288358
24353,-0.000235918,0.000285689
24354,-0.000239094,0.000282915
24355,-0.00024227,0.000280142
24356,-0.000245446,0.000277369
24357,-0.000248622,0.000274595
24358,-0.000251797,0.000271822
24359,-0.000254853,0.000268913
24360,-0.00025785,0.000265938
24361,-0.000260847,0.000262963
24362,-0.000263844,0.000259989
24363,-0.000266841,0.000257014
24364,-0.000269838,0.000254039
24365,-0.000272666,0.000250914
24366,-0.000275451,0.000247749
24367,-0.000278235,0.000244585
24368,-0.00028102,0.00024142
24369,-0.000283804,0.000238255
24370,-0.000286589,0.00023509
24371,-0.00028917,0.000231763
24372,-0.000291731,0.000228419
24373,-0.000294292,0.000225076
24374,-0.000296853,0.000221732
24375,-0.000299414,0.000218388
24376,-0.000301969,0.00021504
24377,-0.000304306,0.000211529
24378,-0.000306643,0.000208017
24379,-0.00030898,0.000204506
24380,-0.000311318,0.000200994
24381,-0.000313655,0.000197483
24382,-0.000315958,0.000193951
24383,-0.000318061,0.000190294
24384,-0.000320163,0.000186637
24385,-0.000322266,0.00018298
24386,-0.000324368,0.000179324
24387,-0.00032647,0.000175667
24388,-0.000328506,0.000171975
24389,-0.000330351,0.000168184
24390,-0.000332196,0.000164393
24391,-0.000334041,0.000160602
24392,-0.000335887,0.000156811
24393,-0.000337732,0.00015302
24394,-0.00033948,0.000149187
24395,-0.000341068,0.000145284
24396,-0.000342656,0.000141381
24397,-0.000344244,0.000137479
24398,-0.000345832,0.000133576
24399,-0.00034742,0.000129673
24400,-0.000348881,0.00012572
24401,-0.000350212,0.000121717
24402,-0.000351542,0.000117714
24403,-0.000352873,0.00011371
24404,-0.000354204,0.000109707
24405,-0.000355535,0.000105703
24406,-0.000356695,0.000101652
24407,-0.000357746,9.76E-05
24408,-0.000358797,9.35E-05
24409,-0.000359848,8.94E-05
24410,-0.000360899,8.53E-05
24411,-0.000361951,8.12E-05
24412,-0.000362806,7.71E-05
24413,-0.000363589,7.30E-05
24414,-0.000364372,6.88E-05
24415,-0.000365155,6.47E-05
24416,-0.000365938,6.05E-05
24417,-0.00036672,5.64E-05
24418,-0.000367267,5.22E-05
24419,-0.00036777,4.80E-05
24420,-0.000368274,4.38E-05
24421,-0.000368777,3.96E-05
24422,-0.00036928,3.55E-05
24423,-0.000369783,3.13E-05
24424,-0.000370007,2.71E-05
24425,-0.000370219,2.28E-05
24426,-0.000370432,1.86E-05
24427,-0.000370644,1.44E-05
24428,-0.000370857,1.02E-05
24429,-0.000371048,5.98E-06
24430,-0.000370992,1.77E-06
24431,-0.000370936,-2.45E-06
24432,-0.00037088,-6.66E-06
24433,-0.000370825,-1.09E-05
24434,-0.000370769,-1.51E-05
24435,-0.000370656,-1.93E-05
24436,-0.000370309,-2.35E-05
24437,-0.000369963,-2.77E-05
24438,-0.000369616,-3.19E-05
24439,-0.000369269,-3.61E-05
24440,-0.000368923,-4.03E-05
24441,-0.000368492,-4.45E-05
24442,-0.000367877,-4.87E-05
24443,-0.000367262,-5.29E-05
24444,-0.000366647,-5.70E-05
24445,-0.000366032,-6.12E-05
24446,-0.000365417,-6.54E-05
24447,-0.000364677,-6.95E-05
24448,-0.000363771,-7.36E-05
24449,-0.000362865,-7.78E-05
24450,-0.000361959,-8.19E-05
24451,-0.000361054,-8.60E-05
24452,-0.000360148,-9.01E-05
24453,-0.000359095,-9.42E-05
24454,-0.000357921,-9.82E-05
24455,-0.000356747,-0.000102281
24456,-0.000355573,-0.00010633
24457,-0.000354399,-0.000110378
24458,-0.000353224,-0.000114426
24459,-0.000351872,-0.000118415
24460,-0.00035043,-0.000122374
24461,-0.000348987,-0.000126332
24462,-0.000347544,-0.000130291
24463,-0.000346102,-0.00013425
24464,-0.000344659,-0.000138209
24465,-0.000343016,-0.000142089
24466,-0.000341316,-0.000145947
24467,-0.000339616,-0.000149805
24468,-0.000337917,-0.000153663
24469,-0.000336217,-0.000157521
24470,-0.000334517,-0.000161379
24471,-0.000332587,-0.000165127
24472,-0.00033063,-0.000168862
24473,-0.000328673,-0.000172597
24474,-0.000326716,-0.000176332
24475,-0.000324759,-0.000180067
24476,-0.000322798,-0.0001838
24477,-0.000320606,-0.000187401
24478,-0.000318415,-0.000191002
24479,-0.000316223,-0.000194603
24480,-0.000314031,-0.000198204
24481,-0.000311839,-0.000201805
24482,-0.000309615,-0.000205385
24483,-0.000307177,-0.00020883
24484,-0.000304739,-0.000212274
24485,-0.000302301,-0.000215718
24486,-0.000299863,-0.000219163
24487,-0.000297426,-0.000222607
24488,-0.000294932,-0.000226007
24489,-0.000292271,-0.000229272
24490,-0.000289609,-0.000232538
24491,-0.000286948,-0.000235803
24492,-0.000284286,-0.000239068
24493,-0.000281625,-0.000242334
24494,-0.000278886,-0.000245538
24495,-0.000276012,-0.000248636
24496,-0.000273138,-0.000251733
24497,-0.000270264,-0.000254831
24498,-0.00026739,-0.000257929
24499,-0.000264516,-0.000261026
24500,-0.000261545,-0.000264022
24501,-0.000258469,-0.000266907
24502,-0.000255394,-0.000269792
24503,-0.000252319,-0.000272677
24504,-0.000249244,-0.000275562
24505,-0.000246168,-0.000278447
24506,-0.000242986,-0.000281205
24507,-0.000239732,-0.000283878
24508,-0.000236477,-0.000286551
24509,-0.000233223,-0.000289224
24510,-0.000229969,-0.000291896
24511,-0.000226715,-0.000294569
24512,-0.000223333,-0.00029709
24513,-0.000219899,-0.00029955
24514,-0.000216466,-0.00030201
24515,-0.000213033,-0.00030447
24516,-0.0002096,-0.000306931
24517,-0.000206167,-0.000309391
24518,-0.000202613,-0.000311646
24519,-0.000199034,-0.00031386
24520,-0.000195456,-0.000316075
24521,-0.000191877,-0.000318289
24522,-0.000188299,-0.000320503
24523,-0.00018472,-0.000322717
24524,-0.000181004,-0.000324708
24525,-0.00017728,-0.000326688
24526,-0.000173556,-0.000328667
24527,-0.000169832,-0.000330647
24528,-0.000166108,-0.000332626
24529,-0.000162375,-0.000334588
24530,-0.000158517,-0.00033631
24531,-0.000154659,-0.000338032
24532,-0.000150801,-0.000339755
24533,-0.000146943,-0.000341477
24534,-0.000143085,-0.000343199
24535,-0.00013921,-0.000344874
24536,-0.000135263,-0.000346339
24537,-0.000131315,-0.000347804
24538,-0.000127368,-0.000349269
24539,-0.00012342,-0.000350734
24540,-0.000119472,-0.000352199
24541,-0.000115495,-0.000353583
24542,-0.000111446,-0.00035478
24543,-0.000107398,-0.000355976
24544,-0.00010335,-0.000357173
24545,-9.93E-05,-0.000358369
24546,-9.53E-05,-0.000359566
24547,-9.12E-05,-0.000360646
24548,-8.71E-05,-0.000361563
24549,-8.29E-05,-0.00036248
24550,-7.88E-05,-0.000363397
24551,-7.47E-05,-0.000364314
24552,-7.06E-05,-0.000365231
24553,-6.65E-05,-0.000366004
24554,-6.23E-05,-0.000366653
24555,-5.81E-05,-0.000367302
24556,-5.40E-05,-0.00036795
24557,-4.98E-05,-0.000368599
24558,-4.57E-05,-0.000369247
24559,-4.15E-05,-0.000369714
24560,-3.73E-05,-0.000370083
24561,-3.31E-05,-0.000370452
24562,-2.89E-05,-0.000370821
24563,-2.47E-05,-0.00037119
24564,-2.04E-05,-0.000371559
24565,-1.62E-05,-0.000371713
24566,-1.20E-05,-0.000371803
24567,-7.80E-06,-0.000371892
24568,-3.59E-06,-0.000371982
24569,6.28E-07,-0.000372071
24570,4.84E-06,-0.000372161
24571,9.06E-06,-0.000372003
24572,1.33E-05,-0.000371813
24573,1.75E-05,-0.000371623
24574,2.17E-05,-0.000371432
24575,2.59E-05,-0.000371242
24576,3.01E-05,-0.000371052
24577,3.43E-05,-0.000370571
24578,3.85E-05,-0.00037009
24579,4.27E-05,-0.000369609
24580,4.69E-05,-0.000369128
24581,5.11E-05,-0.000368647
24582,5.52E-05,-0.000368135
24583,5.94E-05,-0.000367385
24584,6.35E-05,-0.000366636
24585,6.77E-05,-0.000365887
24586,7.18E-05,-0.000365138
24587,7.60E-05,-0.000364388
24588,8.01E-05,-0.000363576
24589,8.42E-05,-0.000362558
24590,8.83E-05,-0.00036154
24591,9.24E-05,-0.000360523
24592,9.65E-05,-0.000359505
24593,0.000100575,-0.000358488
24594,0.00010464,-0.000357371
24595,0.000108655,-0.000356074
24596,0.000112669,-0.000354777
24597,0.000116684,-0.00035348
24598,0.000120699,-0.000352182
24599,0.000124713,-0.000350885
24600,0.000128681,-0.000349462
24601,0.000132595,-0.000347896
24602,0.000136509,-0.000346331
24603,0.000140423,-0.000344765
24604,0.000144337,-0.0003432
24605,0.000148251,-0.000341634
24606,0.000152099,-0.000339924
24607,0.000155901,-0.000338112
24608,0.000159703,-0.000336301
24609,0.000163506,-0.000334489
24610,0.000167308,-0.000332677
24611,0.00017111,-0.000330866
24612,0.000174826,-0.000328873
24613,0.000178505,-0.000326804
24614,0.000182184,-0.000324736
24615,0.000185863,-0.000322667
24616,0.000189542,-0.000320598
24617,0.000193221,-0.000318529
24618,0.000196781,-0.000316258
24619,0.000200315,-0.000313944
24620,0.000203849,-0.000311629
24621,0.000207383,-0.000309314
24622,0.000210916,-0.000306999
24623,0.00021445,-0.000304684
24624,0.000217827,-0.00030217
24625,0.000221193,-0.000299643
24626,0.000224559,-0.000297115
24627,0.000227925,-0.000294588
24628,0.000231291,-0.000292061
24629,0.000234647,-0.000289521
24630,0.000237834,-0.000286758
24631,0.000241021,-0.000283996
24632,0.000244209,-0.000281234
24633,0.000247396,-0.000278472
24634,0.000250583,-0.00027571
24635,0.000253739,-0.000272915
24636,0.000256747,-0.000269963
24637,0.000259756,-0.00026701
24638,0.000262764,-0.000264058
24639,0.000265772,-0.000261106
24640,0.00026878,-0.000258154
24641,0.000271727,-0.00025514
24642,0.000274523,-0.000251975
24643,0.000277319,-0.000248811
24644,0.000280114,-0.000245646
24645,0.00028291,-0.000242481
24646,0.000285706,-0.000239316
24647,0.000288415,-0.000236084
24648,0.000290999,-0.000232751
24649,0.000293582,-0.000229419
24650,0.000296165,-0.000226086
24651,0.000298748,-0.000222754
24652,0.000301332,-0.000219421
24653,0.000303798,-0.000216007
24654,0.000306158,-0.000212518
24655,0.000308517,-0.000209029
24656,0.000310877,-0.00020554
24657,0.000313236,-0.000202051
24658,0.000315596,-0.000198562
24659,0.000317798,-0.000194965
24660,0.000319912,-0.000191309
24661,0.000322025,-0.000187652
24662,0.000324139,-0.000183995
24663,0.000326253,-0.000180338
24664,0.000328366,-0.000176681
24665,0.000330294,-0.00017294
24666,0.000332161,-0.000169171
24667,0.000334029,-0.000165403
24668,0.000335896,-0.000161634
24669,0.000337764,-0.000157866
24670,0.000339631,-0.000154097
24671,0.000341284,-0.000150211
24672,0.000342906,-0.000146308
24673,0.000344527,-0.000142405
24674,0.000346149,-0.000138503
24675,0.00034777,-0.0001346
24676,0.000349392,-0.000130697
24677,0.000350736,-0.000126706
24678,0.000352078,-0.000122713
24679,0.00035342,-0.000118721
24680,0.000354762,-0.000114729
24681,0.000356104,-0.000110736
24682,0.000357419,-0.000106736
24683,0.000358503,-0.000102665
24684,0.000359588,-9.86E-05
24685,0.000360673,-9.45E-05
24686,0.000361758,-9.05E-05
24687,0.000362842,-8.64E-05
24688,0.000363867,-8.23E-05
24689,0.000364683,-7.82E-05
24690,0.0003655,-7.40E-05
24691,0.000366316,-6.99E-05
24692,0.000367132,-6.57E-05
24693,0.000367949,-6.16E-05
24694,0.00036867,-5.75E-05
24695,0.000369207,-5.33E-05
24696,0.000369743,-4.91E-05
24697,0.00037028,-4.49E-05
24698,0.000370817,-4.07E-05
24699,0.000371354,-3.65E-05
24700,0.000371757,-3.23E-05
24701,0.000372003,-2.81E-05
24702,0.000372249,-2.39E-05
24703,0.000372495,-1.97E-05
24704,0.000372741,-1.55E-05
24705,0.000372987,-1.13E-05
24706,0.000373079,-7.05E-06
24707,0.000373057,-2.83E-06
24708,0.000373035,1.38E-06
24709,0.000373012,5.60E-06
24710,0.00037299,9.81E-06
24711,0.000372967,1.40E-05
24712,0.000372752,1.82E-05
24713,0.00037245,2.24E-05
24714,0.000372148,2.66E-05
24715,0.000371846,3.09E-05
24716,0.000371544,3.51E-05
24717,0.000371242,3.93E-05
24718,0.000370714,4.34E-05
24719,0.000370133,4.76E-05
24720,0.000369551,5.18E-05
24721,0.000368969,5.60E-05
24722,0.000368388,6.01E-05
24723,0.000367806,6.43E-05
24724,0.000366966,6.84E-05
24725,0.000366105,7.26E-05
24726,0.000365244,7.67E-05
24727,0.000364383,8.08E-05
24728,0.000363522,8.50E-05
24729,0.000362649,8.91E-05
24730,0.000361508,9.32E-05
24731,0.000360368,9.72E-05
24732,0.000359227,0.000101298
24733,0.000358086,0.000105357
24734,0.000356946,0.000109417
24735,0.000355764,0.000113462
24736,0.000354366,0.000117432
24737,0.000352968,0.000121402
24738,0.00035157,0.000125371
24739,0.000350173,0.000129341
24740,0.000348775,0.000133311
24741,0.000347306,0.000137256
24742,0.000345651,0.000141137
24743,0.000343996,0.000145017
24744,0.000342341,0.000148898
24745,0.000340686,0.000152778
24746,0.000339031,0.000156659
24747,0.000337274,0.000160491
24748,0.000335362,0.000164248
24749,0.00033345,0.000168006
24750,0.000331537,0.000171763
24751,0.000329625,0.000175521
24752,0.000327713,0.000179278
24753,0.000325675,0.000182967
24754,0.000323517,0.00018659
24755,0.000321359,0.000190214
24756,0.0003192,0.000193837
24757,0.000317042,0.00019746
24758,0.000314884,0.000201083
24759,0.000312571,0.000204608
24760,0.000310167,0.000208075
24761,0.000307762,0.000211542
24762,0.000305358,0.000215008
24763,0.000302954,0.000218475
24764,0.00030055,0.000221942
24765,0.000297987,0.000225292
24766,0.00029537,0.000228602
24767,0.000292754,0.000231912
24768,0.000290137,0.000235222
24769,0.00028752,0.000238532
24770,0.000284903,0.000241843
24771,0.000282103,0.000244989
24772,0.000279274,0.000248109
24773,0.000276445,0.000251229
24774,0.000273616,0.000254349
24775,0.000270786,0.000257469
24776,0.000267957,0.000260589
24777,0.000264931,0.000263523
24778,0.0002619,0.000266453
24779,0.00025887,0.000269383
24780,0.000255839,0.000272313
24781,0.000252809,0.000275243
24782,0.00024976,0.000278153
24783,0.000246539,0.00028087
24784,0.000243319,0.000283588
24785,0.000240098,0.000286305
24786,0.000236877,0.000289022
24787,0.000233657,0.00029174
24788,0.000230398,0.000294412
24789,0.000226999,0.000296917
24790,0.000223599,0.000299422
24791,0.000220199,0.000301927
24792,0.0002168,0.000304432
24793,0.0002134,0.000306937
24794,0.000209949,0.000309365
24795,0.000206393,0.000311635
24796,0.000202837,0.000313905
24797,0.000199281,0.000316175
24798,0.000195725,0.000318445
24799,0.000192168,0.000320715
24800,0.000188552,0.000322876
24801,0.000184862,0.0003249
24802,0.000181172,0.000326924
24803,0.000177481,0.000328948
24804,0.000173791,0.000330972
24805,0.000170101,0.000332996
24806,0.000166335,0.000334888
24807,0.00016251,0.000336678
24808,0.000158686,0.000338467
24809,0.000154861,0.000340256
24810,0.000151037,0.000342045
24811,0.000147212,0.000343835
24812,0.000143312,0.000345441
24813,0.000139375,0.000346962
24814,0.000135439,0.000348483
24815,0.000131503,0.000350004
24816,0.000127566,0.000351525
24817,0.00012363,0.000353046
24818,0.000119622,0.000354353
24819,0.000115596,0.000355605
24820,0.000111571,0.000356858
24821,0.000107545,0.00035811
24822,0.000103519,0.000359363
24823,9.95E-05,0.000360615
24824,9.54E-05,0.000361633
24825,9.13E-05,0.000362628
24826,8.72E-05,0.000363623
24827,8.31E-05,0.000364619
24828,7.90E-05,0.000365614
24829,7.49E-05,0.000366601
24830,7.08E-05,0.000367316
24831,6.66E-05,0.000368032
24832,6.25E-05,0.000368748
24833,5.83E-05,0.000369464
24834,5.41E-05,0.000370179
24835,5.00E-05,0.000370854
24836,4.58E-05,0.00037129
24837,4.16E-05,0.000371726
24838,3.74E-05,0.000372162
24839,3.32E-05,0.000372598
24840,2.90E-05,0.000373034
24841,2.48E-05,0.000373397
24842,2.06E-05,0.000373553
24843,1.64E-05,0.00037371
24844,1.22E-05,0.000373866
24845,7.94E-06,0.000374023
24846,3.73E-06,0.000374179
24847,-4.89E-07,0.000374234
24848,-4.70E-06,0.000374122
24849,-8.92E-06,0.00037401
24850,-1.31E-05,0.000373898
24851,-1.74E-05,0.000373786
24852,-2.16E-05,0.000373675
24853,-2.58E-05,0.000373418
24854,-3.00E-05,0.000373015
24855,-3.42E-05,0.000372613
24856,-3.84E-05,0.00037221
24857,-4.25E-05,0.000371808
24858,-4.67E-05,0.000371405
24859,-5.09E-05,0.000370837
24860,-5.51E-05,0.000370166
24861,-5.92E-05,0.000369495
24862,-6.34E-05,0.000368824
24863,-6.76E-05,0.000368153
24864,-7.17E-05,0.000367482
24865,-7.58E-05,0.000366607
24866,-7.99E-05,0.000365656
24867,-8.40E-05,0.000364706
24868,-8.81E-05,0.000363755
24869,-9.22E-05,0.000362805
24870,-9.64E-05,0.000361854
24871,-0.000100401,0.000360676
24872,-0.000104438,0.000359457
24873,-0.000108475,0.000358238
24874,-0.000112512,0.000357019
24875,-0.000116549,0.0003558
24876,-0.000120586,0.000354581
24877,-0.000124537,0.000353103
24878,-0.000128484,0.000351615
24879,-0.000132432,0.000350128
24880,-0.000136379,0.000348641
24881,-0.000140327,0.000347154
24882,-0.000144266,0.000345645
24883,-0.000148113,0.0003439
24884,-0.00015196,0.000342156
24885,-0.000155807,0.000340411
24886,-0.000159654,0.000338667
24887,-0.000163501,0.000336922
24888,-0.000167321,0.000335129
24889,-0.000171034,0.000333138
24890,-0.000174746,0.000331147
24891,-0.000178459,0.000329157
24892,-0.000182172,0.000327166
24893,-0.000185884,0.000325176
24894,-0.000189555,0.000323107
24895,-0.000193133,0.000320871
24896,-0.000196712,0.000318634
24897,-0.00020029,0.000316398
24898,-0.000203869,0.000314161
24899,-0.000207447,0.000311924
24900,-0.000210958,0.000309591
24901,-0.00021438,0.000307131
24902,-0.000217802,0.00030467
24903,-0.000221224,0.00030221
24904,-0.000224646,0.00029975
24905,-0.000228068,0.00029729
24906,-0.000231391,0.000294706
24907,-0.000234634,0.000292022
24908,-0.000237877,0.000289339
24909,-0.00024112,0.000286655
24910,-0.000244363,0.000283971
24911,-0.000247606,0.000281287
24912,-0.000250737,0.000278461
24913,-0.000253813,0.000275565
24914,-0.000256888,0.000272668
24915,-0.000259963,0.000269772
24916,-0.000263038,0.000266876
24917,-0.000266114,0.000263979
24918,-0.000269022,0.000260925
24919,-0.000271885,0.000257827
24920,-0.000274748,0.00025473
24921,-0.000277611,0.000251632
24922,-0.000280474,0.000248534
24923,-0.000283336,0.000245437
24924,-0.000286018,0.000242188
24925,-0.000288679,0.000238923
24926,-0.000291341,0.000235657
24927,-0.000294002,0.000232392
24928,-0.000296664,0.000229126
24929,-0.000299321,0.000225858
24930,-0.000301748,0.000222413
24931,-0.000304174,0.000218969
24932,-0.000306601,0.000215525
24933,-0.000309028,0.00021208
24934,-0.000311454,0.000208636
24935,-0.000313851,0.000205171
24936,-0.000316054,0.00020157
24937,-0.000318257,0.000197969
24938,-0.00032046,0.000194368
24939,-0.000322663,0.000190767
24940,-0.000324866,0.000187166
24941,-0.000327007,0.000183531
24942,-0.000328964,0.000179796
24943,-0.000330921,0.000176061
24944,-0.000332878,0.000172326
24945,-0.000334835,0.000168591
24946,-0.000336792,0.000164856
24947,-0.000338658,0.000161075
24948,-0.000340369,0.000157217
24949,-0.00034208,0.000153359
24950,-0.000343791,0.000149501
24951,-0.000345502,0.000145643
24952,-0.000347213,0.000141785
24953,-0.000348793,0.000137878
24954,-0.000350236,0.000133919
24955,-0.000351679,0.000129961
24956,-0.000353121,0.000126002
24957,-0.000354564,0.000122043
24958,-0.000356006,0.000118084
24959,-0.000357294,0.000114072
24960,-0.000358479,0.000110023
24961,-0.000359665,0.000105975
24962,-0.00036085,0.000101927
24963,-0.000362035,9.79E-05
24964,-0.000363221,9.38E-05
24965,-0.000364213,8.97E-05
24966,-0.00036513,8.56E-05
24967,-0.000366047,8.15E-05
24968,-0.000366964,7.74E-05
24969,-0.000367881,7.33E-05
24970,-0.000368798,6.92E-05
24971,-0.000369481,6.50E-05
24972,-0.000370118,6.08E-05
24973,-0.000370756,5.67E-05
24974,-0.000371393,5.25E-05
24975,-0.000372031,4.83E-05
24976,-0.000372668,4.41E-05
24977,-0.000373049,3.99E-05
24978,-0.000373418,3.58E-05
24979,-0.000373787,3.16E-05
24980,-0.000374157,2.74E-05
24981,-0.000374526,2.32E-05
24982,-0.000374874,1.90E-05
24983,-0.000374952,1.48E-05
24984,-0.000375031,1.05E-05
24985,-0.000375109,6.33E-06
24986,-0.000375187,2.11E-06
24987,-0.000375265,-2.10E-06
24988,-0.000375293,-6.32E-06
24989,-0.000375103,-1.05E-05
24990,-0.000374913,-1.47E-05
24991,-0.000374723,-1.90E-05
24992,-0.000374533,-2.32E-05
24993,-0.000374343,-2.74E-05
24994,-0.000374067,-3.16E-05
24995,-0.000373598,-3.58E-05
24996,-0.000373128,-4.00E-05
24997,-0.000372658,-4.42E-05
24998,-0.000372189,-4.84E-05
24999,-0.000371719,-5.26E-05
25000,-0.000371131,-5.67E-05
25001,-0.000370382,-6.09E-05
25002,-0.000369633,-6.50E-05
25003,-0.000368884,-6.92E-05
25004,-0.000368134,-7.33E-05
25005,-0.000367385,-7.75E-05
25006,-0.000366485,-8.16E-05
25007,-0.000365456,-8.57E-05
25008,-0.000364428,-8.98E-05
25009,-0.000363399,-9.39E-05
25010,-0.00036237,-9.80E-05
25011,-0.000361341,-0.000102077
25012,-0.000360144,-0.000106119
25013,-0.000358858,-0.000110133
25014,-0.000357572,-0.000114148
25015,-0.000356286,-0.000118163
25016,-0.000355,-0.000122177
25017,-0.000353714,-0.000126192
25018,-0.000352229,-0.000130129
25019,-0.000350686,-0.000134043
25020,-0.000349142,-0.000137957
25021,-0.000347599,-0.000141871
25022,-0.000346056,-0.000145785
25023,-0.000344513,-0.000149699
25024,-0.000342731,-0.000153523
25025,-0.000340919,-0.000157337
25026,-0.000339108,-0.00016115
25027,-0.000337296,-0.000164963
25028,-0.000335484,-0.000168777
25029,-0.000333671,-0.000172589
25030,-0.000331625,-0.000176268
25031,-0.000329578,-0.000179948
25032,-0.000327532,-0.000183627
25033,-0.000325485,-0.000187306
25034,-0.000323439,-0.000190985
25035,-0.000321362,-0.000194648
25036,-0.00031907,-0.000198193
25037,-0.000316777,-0.000201738
25038,-0.000314485,-0.000205283
25039,-0.000312192,-0.000208828
25040,-0.0003099,-0.000212373
25041,-0.000307551,-0.000215877
25042,-0.000305023,-0.000219254
25043,-0.000302496,-0.000222632
25044,-0.000299969,-0.000226009
25045,-0.000297441,-0.000229386
25046,-0.000294914,-0.000232763
25047,-0.000292315,-0.000236081
25048,-0.000289586,-0.00023929
25049,-0.000286858,-0.0002425
25050,-0.000284129,-0.000245709
25051,-0.0002814,-0.000248919
25052,-0.000278672,-0.000252128
25053,-0.000275837,-0.000255247
25054,-0.000272885,-0.000258267
25055,-0.000269932,-0.000261286
25056,-0.00026698,-0.000264306
25057,-0.000264028,-0.000267325
25058,-0.000261076,-0.000270344
25059,-0.000258018,-0.000273245
25060,-0.000254886,-0.000276063
25061,-0.000251755,-0.000278881
25062,-0.000248624,-0.000281699
25063,-0.000245493,-0.000284517
25064,-0.000242362,-0.000287335
25065,-0.000239104,-0.000290003
25066,-0.000235794,-0.000292608
25067,-0.000232483,-0.000295214
25068,-0.000229173,-0.00029782
25069,-0.000225863,-0.000300425
25070,-0.000222553,-0.000303031
25071,-0.000219095,-0.000305452
25072,-0.000215606,-0.000307834
25073,-0.000212117,-0.000310216
25074,-0.000208628,-0.000312598
25075,-0.000205139,-0.00031498
25076,-0.00020165,-0.000317362
25077,-0.000198035,-0.000319522
25078,-0.000194411,-0.000321669
25079,-0.000190788,-0.000323817
25080,-0.000187165,-0.000325964
25081,-0.000183542,-0.000328111
25082,-0.00017991,-0.000330243
25083,-0.000176141,-0.000332145
25084,-0.000172373,-0.000334046
25085,-0.000168604,-0.000335947
25086,-0.000164835,-0.000337848
25087,-0.000161067,-0.000339749
25088,-0.000157278,-0.000341607
25089,-0.000153398,-0.000343262
25090,-0.000149517,-0.000344917
25091,-0.000145637,-0.000346572
25092,-0.000141757,-0.000348227
25093,-0.000137876,-0.000349882
25094,-0.000133966,-0.000351459
25095,-0.000129985,-0.000352845
25096,-0.000126004,-0.000354232
25097,-0.000122023,-0.000355619
25098,-0.000118042,-0.000357005
25099,-0.000114061,-0.000358392
25100,-0.000110048,-0.000359673
25101,-0.000105988,-0.000360803
25102,-0.000101929,-0.000361932
25103,-9.79E-05,-0.000363062
25104,-9.38E-05,-0.000364191
25105,-8.98E-05,-0.000365321
25106,-8.57E-05,-0.000366309
25107,-8.15E-05,-0.00036717
25108,-7.74E-05,-0.000368031
25109,-7.33E-05,-0.000368892
25110,-6.91E-05,-0.000369753
25111,-6.50E-05,-0.000370614
