Index,x_m,y_m
9050,0.000210967,-7.87E-05
9051,0.000212458,-7.47E-05
9052,0.000213948,-7.08E-05
9053,0.000215195,-6.67E-05
9054,0.000216342,-6.27E-05
9055,0.000217485,-5.86E-05
9056,0.000218628,-5.45E-05
9057,0.000219666,-5.04E-05
9058,0.000220517,-4.63E-05
9059,0.000221313,-4.21E-05
9060,0.000222109,-3.79E-05
9061,0.000222905,-3.38E-05
9062,0.000223471,-2.96E-05
9063,0.000223918,-2.54E-05
9064,0.000224352,-2.12E-05
9065,0.000224786,-1.69E-05
9066,0.000225138,-1.27E-05
9067,0.000225289,-8.49E-06
9068,0.000225376,-4.25E-06
9069,0.000225463,-1.25E-08
9070,0.000225549,4.23E-06
9071,0.000225423,8.47E-06
9072,0.000225156,1.27E-05
9073,0.000224866,1.69E-05
9074,0.000224577,2.12E-05
9075,0.000224226,2.54E-05
9076,0.00022365,2.96E-05
9077,0.000222999,3.38E-05
9078,0.000222348,3.80E-05
9079,0.000221696,4.22E-05
9080,0.000220871,4.64E-05
9081,0.000219902,5.05E-05
9082,0.000218904,5.46E-05
9083,0.000217905,5.87E-05
9084,0.000216869,6.28E-05
9085,0.000215593,6.69E-05
9086,0.000214233,7.09E-05
9087,0.000212873,7.49E-05
9088,0.000211512,7.89E-05
9089,0.000210008,8.29E-05
9090,0.000208351,8.68E-05
9091,0.000206658,9.07E-05
9092,0.000204965,9.46E-05
9093,0.00020326,9.85E-05
9094,0.000201331,0.000102257
9095,0.000199319,0.000106005
9096,0.000197307,0.000109753
9097,0.000195296,0.000113501
9098,0.000193167,0.000117175
9099,0.00019088,0.000120748
9100,0.00018855,0.000124294
9101,0.00018622,0.00012784
9102,0.00018389,0.000131385
9103,0.000181349,0.00013479
9104,0.000178718,0.000138135
9105,0.000176084,0.000141478
9106,0.00017345,0.000144821
9107,0.000170738,0.000148095
9108,0.000167886,0.000151243
9109,0.000164991,0.000154355
9110,0.000162097,0.000157466
9111,0.000159203,0.000160578
9112,0.000156144,0.000163516
9113,0.000152999,0.000166362
9114,0.000149844,0.000169199
9115,0.000146689,0.000172035
9116,0.00014348,0.000174811
9117,0.000140137,0.000177435
9118,0.00013675,0.000180011
9119,0.000133364,0.000182587
9120,0.000129977,0.000185163
9121,0.000126549,0.000187507
9122,0.000123042,0.000189735
9123,0.000119521,0.000191941
9124,0.000115999,0.000194147
9125,0.00011237,0.000196363
9126,0.000108642,0.000198412
9127,0.000104865,0.000200381
9128,0.000101088,0.000202349
9129,9.73E-05,0.000204317
9130,9.35E-05,0.000206134
9131,8.95E-05,0.000207795
9132,8.56E-05,0.000209416
9133,8.18E-05,0.000211
9134,7.79E-05,0.000212557
9135,7.40E-05,0.000213934
9136,7.00E-05,0.000215192
9137,6.60E-05,0.00021648
9138,6.19E-05,0.000217768
9139,5.78E-05,0.00021894
9140,5.37E-05,0.000219934
9141,4.96E-05,0.00022086
9142,4.54E-05,0.000221786
9143,4.12E-05,0.000222704
9144,3.70E-05,0.000223434
9145,3.29E-05,0.000223999
9146,2.88E-05,0.000224565
9147,2.47E-05,0.000225131
9148,2.05E-05,0.000225614
9149,1.64E-05,0.000225926
9150,1.22E-05,0.000226138
9151,8.06E-06,0.00022635
9152,3.90E-06,0.000226562
9153,-3.57E-07,0.000226649
9154,-4.61E-06,0.000226501
9155,-8.87E-06,0.000226342
9156,-1.31E-05,0.000226183
9157,-1.73E-05,0.000225979
9158,-2.14E-05,0.00022562
9159,-2.55E-05,0.000225125
9160,-2.97E-05,0.00022463
9161,-3.39E-05,0.000224123
9162,-3.81E-05,0.000223529
9163,-4.23E-05,0.000222684
9164,-4.65E-05,0.000221801
9165,-5.06E-05,0.000220938
9166,-5.47E-05,0.000220052
9167,-5.87E-05,0.00021904
9168,-6.27E-05,0.000217852
9169,-6.67E-05,0.000216664
9170,-7.07E-05,0.000215476
9171,-7.46E-05,0.000214257
9172,-7.85E-05,0.000212789
9173,-8.25E-05,0.000211212
9174,-8.65E-05,0.000209635
9175,-9.04E-05,0.000208051
9176,-9.44E-05,0.00020638
9177,-9.81E-05,0.000204527
9178,-0.000101822,0.000202674
9179,-0.000105556,0.000200822
9180,-0.00010929,0.000198969
9181,-0.000112899,0.000196896
9182,-0.00011645,0.000194721
9183,-0.00012,0.000192543
9184,-0.00012355,0.000190365
9185,-0.000127078,0.000188151
9186,-0.000130463,0.000185706
9187,-0.000133829,0.000183231
9188,-0.000137195,0.000180756
9189,-0.000140561,0.000178281
9190,-0.000143823,0.000175682
9191,-0.000146984,0.000172964
9192,-0.000150124,0.000170221
9193,-0.000153264,0.000167477
9194,-0.000156397,0.000164726
9195,-0.000159372,0.000161798
9196,-0.000162271,0.000158785
9197,-0.00016517,0.000155773
9198,-0.00016807,0.00015276
9199,-0.00017089,0.000149685
9200,-0.000173568,0.000146495
9201,-0.000176184,0.000143256
9202,-0.000178801,0.000140018
9203,-0.000181417,0.000136779
9204,-0.000183905,0.000133439
9205,-0.000186271,0.000130002
9206,-0.000188619,0.000126551
9207,-0.000190967,0.0001231
9208,-0.00019327,0.000119621
9209,-0.000195426,0.000116048
9210,-0.000197463,0.000112399
9211,-0.000199499,0.000108751
9212,-0.000201536,0.000105102
9213,-0.000203485,0.000101409
9214,-0.000205265,9.76E-05
9215,-0.00020699,9.38E-05
9216,-0.000208716,9.00E-05
9217,-0.000210426,8.62E-05
9218,-0.000212012,8.23E-05
9219,-0.000213398,7.84E-05
9220,-0.000214784,7.45E-05
9221,-0.00021617,7.05E-05
9222,-0.00021751,6.66E-05
9223,-0.00021867,6.25E-05
9224,-0.000219716,5.85E-05
9225,-0.000220763,5.45E-05
9226,-0.000221809,5.04E-05
9227,-0.000222789,4.63E-05
9228,-0.000223512,4.22E-05
9229,-0.000224219,3.81E-05
9230,-0.000224926,3.40E-05
9231,-0.00022561,2.98E-05
9232,-0.000226156,2.57E-05
9233,-0.000226496,2.15E-05
9234,-0.000226835,1.74E-05
9235,-0.000227175,1.32E-05
9236,-0.000227484,9.05E-06
9237,-0.000227554,4.87E-06
9238,-0.00022754,6.84E-07
9239,-0.000227526,-3.50E-06
9240,-0.000227507,-7.69E-06
9241,-0.000227428,-1.19E-05
9242,-0.00022706,-1.60E-05
9243,-0.000226692,-2.02E-05
9244,-0.000226325,-2.44E-05
9245,-0.000225953,-2.86E-05
9246,-0.000225397,-3.27E-05
9247,-0.000224675,-3.68E-05
9248,-0.000223954,-4.09E-05
9249,-0.000223233,-4.50E-05
9250,-0.000222504,-4.92E-05
9251,-0.000221474,-5.32E-05
9252,-0.0002204,-5.73E-05
9253,-0.000219325,-6.13E-05
9254,-0.00021825,-6.54E-05
9255,-0.000217077,-6.94E-05
9256,-0.000215679,-7.33E-05
9257,-0.000214264,-7.73E-05
9258,-0.00021285,-8.12E-05
9259,-0.000211436,-8.52E-05
9260,-0.000209813,-8.90E-05
9261,-0.000208068,-9.28E-05
9262,-0.000206314,-9.66E-05
9263,-0.00020456,-0.000100432
9264,-0.000202804,-0.000104236
9265,-0.000200761,-0.000107896
9266,-0.000198696,-0.000111544
9267,-0.000196631,-0.000115193
9268,-0.000194566,-0.000118842
9269,-0.000192403,-0.000122426
9270,-0.000190055,-0.000125885
9271,-0.000187693,-0.000129336
9272,-0.000185331,-0.000132787
9273,-0.000182969,-0.000136238
9274,-0.000180413,-0.00013955
9275,-0.00017776,-0.000142793
9276,-0.000175101,-0.000146032
9277,-0.000172442,-0.000149271
9278,-0.00016977,-0.000152498
9279,-0.00016686,-0.000155526
9280,-0.000163933,-0.000158538
9281,-0.000161005,-0.000161551
9282,-0.000158077,-0.000164563
9283,-0.00015506,-0.000167476
9284,-0.000151902,-0.000170231
9285,-0.000148734,-0.000172974
9286,-0.000145566,-0.000175718
9287,-0.000142398,-0.000178462
9288,-0.000139072,-0.000181008
9289,-0.000135682,-0.000183474
9290,-0.000132288,-0.000185935
9291,-0.000128893,-0.000188396
9292,-0.000125481,-0.00019083
9293,-0.000121901,-0.000193013
9294,-0.000118309,-0.000195177
9295,-0.000114717,-0.000197341
9296,-0.000111124,-0.000199504
9297,-0.000107462,-0.000201539
9298,-0.000103706,-0.000203404
9299,-9.99E-05,-0.000205257
9300,-9.62E-05,-0.00020711
9301,-9.24E-05,-0.000208962
9302,-8.85E-05,-0.000210575
9303,-8.46E-05,-0.000212107
9304,-8.07E-05,-0.000213634
9305,-7.68E-05,-0.000215162
9306,-7.29E-05,-0.000216643
9307,-6.88E-05,-0.000217838
9308,-6.48E-05,-0.000219012
9309,-6.08E-05,-0.000220185
9310,-5.67E-05,-0.000221359
9311,-5.27E-05,-0.000222385
9312,-4.86E-05,-0.000223245
9313,-4.44E-05,-0.000224094
9314,-4.03E-05,-0.000224942
9315,-3.62E-05,-0.000225791
9316,-3.21E-05,-0.000226352
9317,-2.79E-05,-0.000226837
9318,-2.37E-05,-0.000227318
9319,-1.95E-05,-0.000227799
9320,-1.54E-05,-0.000228219
9321,-1.12E-05,-0.000228366
9322,-6.96E-06,-0.000228493
9323,-2.76E-06,-0.00022862
9324,1.44E-06,-0.000228748
9325,5.63E-06,-0.000228692
9326,9.82E-06,-0.000228463
9327,1.40E-05,-0.000228223
9328,1.82E-05,-0.000227983
9329,2.24E-05,-0.000227742
9330,2.66E-05,-0.000227211
9331,3.07E-05,-0.00022662
9332,3.49E-05,-0.000226026
9333,3.91E-05,-0.000225432
9334,4.32E-05,-0.000224762
9335,4.73E-05,-0.000223833
9336,5.14E-05,-0.000222886
9337,5.55E-05,-0.000221938
9338,5.96E-05,-0.00022099
9339,6.36E-05,-0.00021986
9340,6.76E-05,-0.000218583
9341,7.16E-05,-0.000217296
9342,7.56E-05,-0.000216009
9343,7.96E-05,-0.000214722
9344,8.35E-05,-0.000213141
9345,8.74E-05,-0.000211517
9346,9.13E-05,-0.00020989
9347,9.52E-05,-0.000208264
9348,9.91E-05,-0.000206554
9349,0.000102778,-0.000204618
9350,0.000106498,-0.000202667
9351,0.000110217,-0.000200715
9352,0.000113937,-0.000198763
9353,0.000117558,-0.000196622
9354,0.000121112,-0.000194354
9355,0.000124662,-0.000192077
9356,0.000128212,-0.0001898
9357,0.000131762,-0.000187523
9358,0.00013512,-0.00018499
9359,0.000138458,-0.00018243
9360,0.000141796,-0.00017987
9361,0.000145134,-0.000177311
9362,0.000148404,-0.000174666
9363,0.000151526,-0.000171837
9364,0.000154637,-0.000168994
9365,0.000157749,-0.000166151
9366,0.00016086,-0.000163308
9367,0.000163813,-0.000160316
9368,0.000166676,-0.000157238
9369,0.000169533,-0.000154155
9370,0.00017239,-0.000151072
9371,0.000175242,-0.000147984
9372,0.000177849,-0.000144664
9373,0.000180437,-0.000141326
9374,0.000183025,-0.000137989
9375,0.000185613,-0.000134651
9376,0.0001881,-0.000131246
9377,0.000190405,-0.000127719
9378,0.000192696,-0.000124183
9379,0.000194987,-0.000120647
9380,0.000197278,-0.000117111
9381,0.000199362,-0.000113453
9382,0.000201349,-0.000109737
9383,0.000203329,-0.000106018
9384,0.000205309,-0.000102298
9385,0.00020727,-9.86E-05
9386,0.000208946,-9.47E-05
9387,0.000210601,-9.08E-05
9388,0.000212255,-8.70E-05
9389,0.00021391,-8.31E-05
9390,0.00021544,-7.92E-05
9391,0.000216783,-7.52E-05
9392,0.000218113,-7.12E-05
9393,0.000219442,-6.72E-05
9394,0.000220772,-6.32E-05
9395,0.000221851,-5.91E-05
9396,0.000222833,-5.50E-05
9397,0.000223809,-5.09E-05
9398,0.000224785,-4.68E-05
9399,0.000225725,-4.27E-05
9400,0.00022637,-3.85E-05
9401,0.000226992,-3.43E-05
9402,0.000227614,-3.02E-05
9403,0.000228236,-2.60E-05
9404,0.000228703,-2.18E-05
9405,0.000228971,-1.76E-05
9406,0.000229226,-1.34E-05
9407,0.00022948,-9.15E-06
9408,0.000229735,-4.94E-06
9409,0.000229725,-7.10E-07
9410,0.000229631,3.52E-06
9411,0.000229532,7.75E-06
9412,0.000229433,1.20E-05
9413,0.000229284,1.62E-05
9414,0.000228852,2.04E-05
9415,0.0002284,2.46E-05
9416,0.000227947,2.88E-05
9417,0.000227494,3.30E-05
9418,0.000226871,3.72E-05
9419,0.000226063,4.13E-05
9420,0.000225243,4.55E-05
9421,0.000224422,4.96E-05
9422,0.000223602,5.38E-05
9423,0.000222514,5.78E-05
9424,0.000221358,6.19E-05
9425,0.000220198,6.60E-05
9426,0.000219038,7.00E-05
9427,0.000217814,7.40E-05
9428,0.00021632,7.80E-05
9429,0.000214807,8.19E-05
9430,0.000213293,8.59E-05
9431,0.00021178,8.98E-05
9432,0.000210102,9.37E-05
9433,0.000208316,9.74E-05
9434,0.00020652,0.00010115
9435,0.000204725,0.000104866
9436,0.000202929,0.000108582
9437,0.000200847,0.00011226
9438,0.000198688,0.000115897
9439,0.000196525,0.000119532
9440,0.000194361,0.000123167
9441,0.000192137,0.000126761
9442,0.000189712,0.000130223
9443,0.000187251,0.000133659
9444,0.000184791,0.000137096
9445,0.00018233,0.000140533
9446,0.000179729,0.000143858
9447,0.000177004,0.000147083
9448,0.00017426,0.000150294
9449,0.00017158,0.00015343
9450,0.0001689,0.000156565
9451,0.000166027,0.000159528
9452,0.000163088,0.000162432
9453,0.000160076,0.000165402
9454,0.000157063,0.000168372
9455,0.000153997,0.000171288
9456,0.000150776,0.00017405
9457,0.000147509,0.000176765
9458,0.000144242,0.000179481
9459,0.000140975,0.000182196
9460,0.000137614,0.000184765
9461,0.000134248,0.000187142
9462,0.000130864,0.000189491
9463,0.000127479,0.000191839
9464,0.000124095,0.000194187
9465,0.000120494,0.000196411
9466,0.000116818,0.000198534
9467,0.000113141,0.000200655
9468,0.000109464,0.000202777
9469,0.00010584,0.000204778
9470,0.000102135,0.000206603
9471,9.84E-05,0.000208344
9472,9.46E-05,0.000210084
9473,9.08E-05,0.000211866
9474,8.69E-05,0.000213525
9475,8.30E-05,0.000215027
9476,7.90E-05,0.000216484
9477,7.51E-05,0.000217907
9478,7.12E-05,0.000219325
9479,6.72E-05,0.000220577
9480,6.32E-05,0.000221669
9481,5.92E-05,0.000222786
9482,5.51E-05,0.000223903
9483,5.10E-05,0.000224959
9484,4.68E-05,0.00022584
9485,4.27E-05,0.000226586
9486,3.87E-05,0.000227332
9487,3.46E-05,0.000228078
9488,3.05E-05,0.000228725
9489,2.64E-05,0.000229175
9490,2.23E-05,0.000229562
9491,1.82E-05,0.000229949
9492,1.40E-05,0.000230328
9493,9.82E-06,0.000230607
9494,5.58E-06,0.000230649
9495,1.34E-06,0.000230692
9496,-2.91E-06,0.000230734
9497,-7.05E-06,0.000230736
9498,-1.12E-05,0.000230577
9499,-1.53E-05,0.000230259
9500,-1.94E-05,0.000229941
9501,-2.36E-05,0.000229624
9502,-2.77E-05,0.000229268
9503,-3.18E-05,0.000228675
9504,-3.59E-05,0.000228012
9505,-4.00E-05,0.000227349
9506,-4.41E-05,0.000226684
9507,-4.81E-05,0.000225971
9508,-5.22E-05,0.000224948
9509,-5.63E-05,0.000223902
9510,-6.04E-05,0.000222855
9511,-6.45E-05,0.000221809
9512,-6.86E-05,0.000220604
9513,-7.25E-05,0.00021925
9514,-7.64E-05,0.000217896
9515,-8.04E-05,0.000216542
9516,-8.43E-05,0.000215189
9517,-8.81E-05,0.000213596
9518,-9.19E-05,0.000211912
9519,-9.57E-05,0.000210227
9520,-9.95E-05,0.000208542
9521,-0.000103231,0.000206836
9522,-0.000106881,0.000204869
9523,-0.000110514,0.000202865
9524,-0.000114148,0.000200862
9525,-0.000117781,0.000198859
9526,-0.000121355,0.000196761
9527,-0.000124833,0.000194508
9528,-0.000128287,0.000192215
9529,-0.00013174,0.000189922
9530,-0.000135194,0.000187629
9531,-0.000138535,0.000185181
9532,-0.000141785,0.000182609
9533,-0.000145018,0.000180011
9534,-0.00014825,0.000177414
9535,-0.00015148,0.000174814
9536,-0.000154568,0.000172046
9537,-0.00015758,0.000169186
9538,-0.000160591,0.000166327
9539,-0.000163603,0.000163467
9540,-0.000166564,0.000160557
9541,-0.000169401,0.000157524
9542,-0.000172164,0.000154416
9543,-0.000174927,0.000151307
9544,-0.00017769,0.000148199
9545,-0.000180358,0.000145019
9546,-0.000182885,0.000141731
9547,-0.000185358,0.000138402
9548,-0.00018783,0.000135072
9549,-0.000190303,0.000131743
9550,-0.000192663,0.00012833
9551,-0.000194868,0.000124799
9552,-0.000197064,0.000121263
9553,-0.000199261,0.000117727
9554,-0.000201428,0.000114175
9555,-0.000203458,0.000110552
9556,-0.000205337,0.00010685
9557,-0.000207216,0.000103147
9558,-0.000209094,9.94E-05
9559,-0.000210916,9.57E-05
9560,-0.000212569,9.19E-05
9561,-0.000214116,8.81E-05
9562,-0.000215664,8.42E-05
9563,-0.000217211,8.03E-05
9564,-0.000218689,7.65E-05
9565,-0.000219959,7.25E-05
9566,-0.000221188,6.85E-05
9567,-0.000222418,6.45E-05
9568,-0.000223639,6.06E-05
9569,-0.000224759,5.66E-05
9570,-0.000225629,5.25E-05
9571,-0.000226499,4.84E-05
9572,-0.00022737,4.44E-05
9573,-0.000228212,4.03E-05
9574,-0.000228915,3.62E-05
9575,-0.00022944,3.21E-05
9576,-0.000229965,2.80E-05
9577,-0.00023049,2.38E-05
9578,-0.000230982,1.97E-05
9579,-0.000231263,1.55E-05
9580,-0.000231442,1.14E-05
9581,-0.000231622,7.23E-06
9582,-0.000231801,3.07E-06
9583,-0.000231935,-1.09E-06
9584,-0.000231787,-5.25E-06
9585,-0.000231607,-9.40E-06
9586,-0.000231428,-1.36E-05
9587,-0.000231241,-1.77E-05
9588,-0.000230969,-2.19E-05
9589,-0.00023043,-2.60E-05
9590,-0.000229891,-3.01E-05
9591,-0.000229353,-3.43E-05
9592,-0.000228803,-3.84E-05
9593,-0.000228097,-4.25E-05
9594,-0.000227213,-4.65E-05
9595,-0.000226329,-5.06E-05
9596,-0.000225445,-5.47E-05
9597,-0.000224549,-5.87E-05
9598,-0.000223406,-6.27E-05
9599,-0.000222163,-6.67E-05
9600,-0.00022092,-7.07E-05
9601,-0.000219676,-7.47E-05
9602,-0.000218419,-7.86E-05
9603,-0.000216875,-8.25E-05
9604,-0.000215314,-8.64E-05
9605,-0.000213753,-9.03E-05
9606,-0.000212189,-9.41E-05
9607,-0.000210556,-9.79E-05
9608,-0.000208663,-0.000101651
9609,-0.000206771,-0.000105353
9610,-0.000204878,-0.000109055
9611,-0.000202979,-0.000112755
9612,-0.000200952,-0.000116389
9613,-0.000198755,-0.000119939
9614,-0.000196559,-0.000123489
9615,-0.000194362,-0.00012704
9616,-0.000192156,-0.000130583
9617,-0.000189756,-0.000133985
9618,-0.000187255,-0.000137314
9619,-0.000184755,-0.000140643
9620,-0.000182255,-0.000143972
9621,-0.000179742,-0.000147293
9622,-0.000176994,-0.000150436
9623,-0.000174217,-0.000153558
9624,-0.000171441,-0.00015668
9625,-0.000168663,-0.0001598
9626,-0.000165843,-0.000162877
9627,-0.000162818,-0.000165737
9628,-0.000159793,-0.000168596
9629,-0.000156767,-0.000171456
9630,-0.000153738,-0.000174311
9631,-0.000150619,-0.000177066
9632,-0.000147359,-0.000179663
9633,-0.000144099,-0.00018226
9634,-0.000140839,-0.000184857
9635,-0.000137572,-0.000187446
9636,-0.000134174,-0.000189871
9637,-0.000130693,-0.000192191
9638,-0.000127212,-0.000194512
9639,-0.000123731,-0.000196833
9640,-0.000120242,-0.000199141
9641,-0.000116608,-0.000201192
9642,-0.000112948,-0.000203195
9643,-0.000109287,-0.000205198
9644,-0.000105626,-0.0002072
9645,-0.000101946,-0.000209163
9646,-9.81E-05,-0.000210848
9647,-9.43E-05,-0.000212534
9648,-9.05E-05,-0.000214219
9649,-8.67E-05,-0.000215899
9650,-8.28E-05,-0.000217469
9651,-7.89E-05,-0.000218822
9652,-7.49E-05,-0.000220176
9653,-7.10E-05,-0.00022153
9654,-6.70E-05,-0.000222875
9655,-6.30E-05,-0.000224038
9656,-5.90E-05,-0.00022506
9657,-5.49E-05,-0.000226082
9658,-5.09E-05,-0.000227104
9659,-4.68E-05,-0.000228113
9660,-4.27E-05,-0.000228847
9661,-3.86E-05,-0.00022951
9662,-3.45E-05,-0.000230173
9663,-3.03E-05,-0.000230836
9664,-2.62E-05,-0.000231471
9665,-2.20E-05,-0.000231775
9666,-1.78E-05,-0.000232079
9667,-1.37E-05,-0.000232383
9668,-9.50E-06,-0.000232682
9669,-5.33E-06,-0.000232882
9670,-1.16E-06,-0.00023284
9671,3.02E-06,-0.000232799
9672,7.19E-06,-0.000232757
9673,1.14E-05,-0.000232707
9674,1.55E-05,-0.000232476
9675,1.97E-05,-0.000232075
9676,2.39E-05,-0.000231675
9677,2.80E-05,-0.000231274
9678,3.22E-05,-0.000230861
9679,3.63E-05,-0.000230189
9680,4.04E-05,-0.000229429
9681,4.45E-05,-0.000228669
9682,4.86E-05,-0.000227909
9683,5.27E-05,-0.000227133
9684,5.68E-05,-0.000226035
9685,6.08E-05,-0.00022493
9686,6.48E-05,-0.000223824
9687,6.89E-05,-0.000222716
9688,7.29E-05,-0.000221522
9689,7.68E-05,-0.000220072
9690,8.08E-05,-0.000218621
9691,8.47E-05,-0.000217171
9692,8.86E-05,-0.000215713
9693,9.25E-05,-0.000214103
9694,9.63E-05,-0.000212321
9695,0.000100067,-0.000210539
9696,0.000103852,-0.000208757
9697,0.000107632,-0.000206965
9698,0.0001113,-0.000204968
9699,0.000114919,-0.000202882
9700,0.000118538,-0.000200796
9701,0.000122157,-0.00019871
9702,0.000125769,-0.00019661
9703,0.00012922,-0.000194227
9704,0.00013266,-0.000191824
9705,0.0001361,-0.00018942
9706,0.000139538,-0.000187014
9707,0.000142932,-0.000184553
9708,0.00014615,-0.000181873
9709,0.000149369,-0.000179193
9710,0.000152588,-0.000176513
9711,0.000155802,-0.000173828
9712,0.000158912,-0.000171034
9713,0.000161882,-0.000168092
9714,0.000164852,-0.00016515
9715,0.000167822,-0.000162207
9716,0.000170785,-0.000159257
9717,0.000173591,-0.000156141
9718,0.000176312,-0.000152936
9719,0.000179033,-0.000149731
9720,0.000181755,-0.000146526
9721,0.000184464,-0.000143313
9722,0.000186928,-0.000139924
9723,0.00018936,-0.000136512
9724,0.000191791,-0.0001331
9725,0.00019422,-0.000129687
9726,0.000196603,-0.000126244
9727,0.00019873,-0.000122638
9728,0.000200858,-0.000119033
9729,0.000202985,-0.000115427
9730,0.000205107,-0.000111819
9731,0.000207117,-0.00010815
9732,0.000208941,-0.000104378
9733,0.000210764,-0.000100607
9734,0.000212588,-9.68E-05
9735,0.000214402,-9.31E-05
9736,0.000216022,-8.92E-05
9737,0.000217514,-8.53E-05
9738,0.000219006,-8.13E-05
9739,0.000220498,-7.74E-05
9740,0.000221976,-7.35E-05
9741,0.000223178,-6.95E-05
9742,0.000224325,-6.54E-05
9743,0.000225471,-6.14E-05
9744,0.000226617,-5.74E-05
9745,0.000227725,-5.33E-05
9746,0.000228526,-4.92E-05
9747,0.000229327,-4.51E-05
9748,0.000230128,-4.09E-05
9749,0.000230924,-3.68E-05
9750,0.000231609,-3.27E-05
9751,0.000232064,-2.85E-05
9752,0.00023252,-2.43E-05
9753,0.000232976,-2.02E-05
9754,0.000233422,-1.60E-05
9755,0.000233667,-1.18E-05
9756,0.00023375,-7.59E-06
9757,0.000233833,-3.40E-06
9758,0.000233916,8.04E-07
9759,0.000233986,5.00E-06
9760,0.000233796,9.19E-06
9761,0.000233533,1.34E-05
9762,0.000233271,1.76E-05
9763,0.000233008,2.17E-05
9764,0.000232721,2.59E-05
9765,0.000232086,3.01E-05
9766,0.00023145,3.42E-05
9767,0.000230815,3.84E-05
9768,0.000230175,4.26E-05
9769,0.000229439,4.67E-05
9770,0.000228458,5.08E-05
9771,0.000227477,5.48E-05
9772,0.000226497,5.89E-05
9773,0.000225508,6.30E-05
9774,0.000224356,6.70E-05
9775,0.000223043,7.10E-05
9776,0.000221731,7.50E-05
9777,0.000220419,7.90E-05
9778,0.000219094,8.30E-05
9779,0.000217514,8.69E-05
9780,0.000215843,9.08E-05
9781,0.000214171,9.46E-05
9782,0.0002125,9.85E-05
9783,0.000210814,0.000102358
9784,0.000208848,0.000106065
9785,0.000206872,0.000109767
9786,0.000204897,0.000113469
9787,0.000202918,0.00011717
9788,0.000200866,0.000120828
9789,0.000198572,0.000124351
9790,0.000196279,0.000127873
9791,0.000193986,0.000131396
9792,0.000191687,0.000134914
9793,0.000189251,0.000138346
9794,0.000186653,0.000141675
9795,0.000184056,0.000145004
9796,0.000181459,0.000148334
9797,0.000178854,0.000151655
9798,0.000176074,0.000154811
9799,0.000173214,0.000157891
9800,0.000170355,0.000160972
9801,0.000167495,0.000164052
9802,0.000164625,0.000167122
9803,0.000161536,0.000169973
9804,0.000158428,0.000172805
9805,0.00015532,0.000175637
9806,0.00015221,0.000178467
9807,0.000149053,0.000181245
9808,0.000145696,0.0001838
9809,0.000142339,0.000186356
9810,0.000138982,0.000188911
9811,0.000135622,0.000191461
9812,0.000132183,0.000193888
9813,0.000128633,0.00019614
9814,0.000125083,0.000198392
